dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,bias,rmse,mean_abs_err,coverage95
kt2_s25,2comp_equal,2,25,5,bayesm_gibbs,2,Alt3,-0.1658500041429385,0.9626061961661048,0.7696205941285715,0.9666666666666668
kt2_s25,2comp_equal,2,25,5,bayesm_gibbs,2,Price,-0.2778994274021502,0.969527818373774,0.6805693311260634,0.9566666666666668
kt2_s26,2comp_equal,2,26,5,bayesm_gibbs,2,Alt1,-0.0152535298126559,1.3086786577286986,0.830615117981517,0.96
kt2_s26,2comp_equal,2,26,5,bayesm_gibbs,2,Alt2,0.1898269900421235,1.012872758594691,0.7269681942459403,0.9733333333333334
kt2_s26,2comp_equal,2,26,5,bayesm_gibbs,2,Alt3,0.714683829151849,1.669180470858509,1.0351548260059082,0.9633333333333334
kt2_s26,2comp_equal,2,26,5,bayesm_gibbs,2,Price,0.1015498302916515,0.6785521624901171,0.452980213914505,0.9533333333333334
kt2_s27,2comp_equal,2,27,5,bayesm_gibbs,2,Alt1,0.1696987924923065,0.9294066074299476,0.7422266986496706,0.9633333333333334
kt2_s27,2comp_equal,2,27,5,bayesm_gibbs,2,Alt2,0.1169454347312344,0.9180102079823372,0.7460109743671082,0.9466666666666668
kt2_s27,2comp_equal,2,27,5,bayesm_gibbs,2,Alt3,0.0454835465413654,0.8486715537415017,0.6783195721182106,0.97
kt2_s27,2comp_equal,2,27,5,bayesm_gibbs,2,Price,0.0344790552449855,0.7193883077630203,0.55650534553405,0.93
kt2_s28,2comp_equal,2,28,5,bayesm_gibbs,2,Alt1,-0.2896385381168876,1.0001801234180523,0.7801537651603329,0.9766666666666668
kt2_s28,2comp_equal,2,28,5,bayesm_gibbs,2,Alt2,0.4882208770938329,1.185577526610461,0.8330104799857213,0.98
kt2_s28,2comp_equal,2,28,5,bayesm_gibbs,2,Alt3,-0.3318061560746601,1.318631483950572,0.8635617197037471,0.9733333333333334
kt2_s28,2comp_equal,2,28,5,bayesm_gibbs,2,Price,0.3580187545571135,0.9187914655353274,0.6536645155599367,0.97
kt2_s29,2comp_equal,2,29,5,bayesm_gibbs,2,Alt1,-0.0795778004737402,0.7948279620235635,0.641382536179743,0.95
kt2_s29,2comp_equal,2,29,5,bayesm_gibbs,2,Alt2,0.0558291967424323,0.8807356829486148,0.6510429016788447,0.9566666666666668
kt2_s29,2comp_equal,2,29,5,bayesm_gibbs,2,Alt3,-0.0404915921588989,0.866963292441105,0.6410416102780708,0.9366666666666666
kt2_s29,2comp_equal,2,29,5,bayesm_gibbs,2,Price,-0.0383181495601932,0.8423286485920319,0.6623657383166353,0.9566666666666668
kt2_s30,2comp_equal,2,30,5,bayesm_gibbs,2,Alt1,0.1549089009841149,0.8150931438531379,0.6391994386552285,0.9533333333333334
kt2_s30,2comp_equal,2,30,5,bayesm_gibbs,2,Alt2,0.0059897520588296,0.9269964948022154,0.7434537851528618,0.95
kt2_s30,2comp_equal,2,30,5,bayesm_gibbs,2,Alt3,-0.3557924369283984,1.17027060663792,0.8738771513859394,0.96
kt2_s30,2comp_equal,2,30,5,bayesm_gibbs,2,Price,-0.0453679695332884,0.7302630513924449,0.5844487732656172,0.9733333333333334
kt2_s31,2comp_equal,2,31,5,bayesm_gibbs,2,Alt1,0.0386241058765824,0.8584981003689923,0.5683932625052408,0.9766666666666668
kt2_s31,2comp_equal,2,31,5,bayesm_gibbs,2,Alt2,0.023257714736271,0.9060249392661752,0.674619460093157,0.9433333333333334
kt2_s31,2comp_equal,2,31,5,bayesm_gibbs,2,Alt3,0.036359314171909,0.828334204068989,0.5157460082324307,0.97
kt2_s31,2comp_equal,2,31,5,bayesm_gibbs,2,Price,-0.0153401698574722,1.0434672521664816,0.6160087337556482,0.9633333333333334
kt2_s32,2comp_equal,2,32,5,bayesm_gibbs,2,Alt1,-0.0296313696053722,1.0069721337094315,0.7746622857823519,0.9433333333333334
kt2_s32,2comp_equal,2,32,5,bayesm_gibbs,2,Alt2,-0.030284682476553,1.17808323677194,0.8508792649046858,0.97
kt2_s32,2comp_equal,2,32,5,bayesm_gibbs,2,Alt3,-0.0847294469253058,0.9675690768343912,0.7698409758396956,0.96
kt2_s32,2comp_equal,2,32,5,bayesm_gibbs,2,Price,0.0341027091315098,1.0953519832234104,0.8339499398508882,0.9833333333333332
kt2_s33,2comp_equal,2,33,5,bayesm_gibbs,2,Alt1,0.0768153830597206,0.8702255272117624,0.6670881285045185,0.9633333333333334
kt2_s33,2comp_equal,2,33,5,bayesm_gibbs,2,Alt2,-0.2561646251899913,1.372553265570369,1.001921422161666,0.93
kt2_s33,2comp_equal,2,33,5,bayesm_gibbs,2,Alt3,-0.1313491803224815,0.9596677730262402,0.7326520054782031,0.95
kt2_s33,2comp_equal,2,33,5,bayesm_gibbs,2,Price,-0.1693567755562524,0.9987348057261684,0.7387818330273429,0.9633333333333334
kt2_s34,2comp_equal,2,34,5,bayesm_gibbs,2,Alt1,0.0376652496437996,0.7617034148979254,0.6176871323304948,0.95
kt2_s34,2comp_equal,2,34,5,bayesm_gibbs,2,Alt2,0.1385572322764124,0.7414530630634135,0.5837380919132674,0.95
kt2_s34,2comp_equal,2,34,5,bayesm_gibbs,2,Alt3,-0.1855183264867428,0.8130588317113944,0.6122181238714849,0.9733333333333334
kt2_s34,2comp_equal,2,34,5,bayesm_gibbs,2,Price,-0.0672153486554525,0.5515079036506032,0.4254918423790132,0.9366666666666666
kt2_s35,2comp_equal,2,35,5,bayesm_gibbs,2,Alt1,0.0430056210920659,0.8800988819450193,0.6849549274182879,0.94
