dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,slot,post_mean,post_std,ci_low,ci_high,true_weight,in_ci
kt1_s05,1comp,1,5,5,bayesm,2,0,0.9854292933660816,0.0088240074729558,0.9653404138676908,0.9962894568983892,1.0,False
kt1_s05,1comp,1,5,5,bayesm,2,1,0.0039753894812415,0.0048799284693504,9.403774929277296e-05,0.0161779952850522,,
kt1_s05,1comp,1,5,5,bayesm,2,2,0.0037171705148973,0.004339424875267,8.830927265839948e-05,0.0145664048393407,,
kt1_s05,1comp,1,5,5,bayesm,2,3,0.0035081405764976,0.0047987330041115,8.160421569382277e-05,0.0130813651051457,,
kt1_s05,1comp,1,5,5,bayesm,2,4,0.0033700060612818,0.0035874581791709,9.005020298395727e-05,0.0124586791771989,,
kt1_s06,1comp,1,6,5,bayesm,2,0,0.9565991456068874,0.0751629313861072,0.672136872205495,0.9950936955691122,1.0,False
kt1_s06,1comp,1,6,5,bayesm,2,1,0.0173228859281791,0.0607511011326843,0.00010805692297,0.2345401684677722,,
kt1_s06,1comp,1,6,5,bayesm,2,2,0.0150905970574674,0.0423635585037144,0.0001587296314316,0.0850125733982105,,
kt1_s06,1comp,1,6,5,bayesm,2,3,0.0072145957443508,0.0174805547212671,0.0001137092933955,0.0383417946001499,,
kt1_s06,1comp,1,6,5,bayesm,2,4,0.0037727756631152,0.0070943064929218,8.41668696624821e-05,0.0133125202801598,,
kt1_s07,1comp,1,7,5,bayesm,2,0,0.9623503649848232,0.0579595981760667,0.7818638267840062,0.9945567846309604,1.0,False
kt1_s07,1comp,1,7,5,bayesm,2,1,0.0133942274167708,0.0392760211743988,0.0002208034198045,0.0990259949844231,,
kt1_s07,1comp,1,7,5,bayesm,2,2,0.0096622471569111,0.0351247084162005,0.0001117375531485,0.0505705862714749,,
kt1_s07,1comp,1,7,5,bayesm,2,3,0.0087131399136506,0.0233487129057855,9.121933473917324e-05,0.0609657485334877,,
kt1_s07,1comp,1,7,5,bayesm,2,4,0.0058800205278441,0.0132212999099264,0.0001113183949832,0.025814457573172,,
kt1_s08,1comp,1,8,5,bayesm,2,0,0.9802699952889056,0.0252858811393602,0.9458288067344188,0.995814602015444,1.0,False
kt1_s08,1comp,1,8,5,bayesm,2,1,0.0063792650751945,0.0081420994531485,0.0001201656080525,0.0291479361909469,,
kt1_s08,1comp,1,8,5,bayesm,2,2,0.0063699148131581,0.0235585759290542,9.418385212370052e-05,0.0259799588156662,,
