dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,demo,param,post_mean,post_std,ci_low,ci_high,true_value,bias,in_ci
kt1_s14,1comp,1,14,5,bayesm,2,z1,Price,-0.1748786186406951,0.0607161128474412,-0.2942227748163242,-0.0552431635346387,-0.2035083142644369,0.0286296956237417,True
kt1_s14,1comp,1,14,5,bayesm,2,z2,Alt1,0.510781498433073,0.522861143003034,-0.4708120770333758,1.5793392994792397,0.2712371463433425,0.2395443520897304,True
kt1_s14,1comp,1,14,5,bayesm,2,z2,Alt2,0.5235807259702475,0.522807435460124,-0.4619556375211025,1.5897292547285895,0.2385677852536067,0.2850129407166408,True
kt1_s14,1comp,1,14,5,bayesm,2,z2,Alt3,-0.208160475112688,0.5239217040943567,-1.1875645114653404,0.8736546204871918,-0.4773847666578629,0.2692242915451748,True
kt1_s14,1comp,1,14,5,bayesm,2,z2,Price,0.0787590268143679,0.0685385458486276,-0.0549682438687166,0.2138312161988468,0.1262120081388085,-0.0474529813244406,True
kt1_s15,1comp,1,15,5,bayesm,2,z1,Alt1,-0.9891090998023876,0.121802131520548,-1.230609508065313,-0.7519064051400318,-0.6909704235544741,-0.2981386762479134,False
kt1_s15,1comp,1,15,5,bayesm,2,z1,Alt2,-0.9152440552300424,0.09621032519802,-1.103503824647716,-0.7286585367240233,-0.836166025496357,-0.0790780297336855,True
kt1_s15,1comp,1,15,5,bayesm,2,z1,Alt3,0.1546243711830328,0.1174332901803601,-0.0765444002994566,0.3858614616750452,0.1835936291774176,-0.0289692579943847,True
kt1_s15,1comp,1,15,5,bayesm,2,z1,Price,-0.0624122330254478,0.0864660610647667,-0.2344066977573332,0.1050411352947731,-0.0410061925435906,-0.0214060404818571,True
kt1_s15,1comp,1,15,5,bayesm,2,z2,Alt1,0.4103855558100424,0.1271636308494934,0.1634323719986671,0.6604239226904547,0.4537992418800093,-0.0434136860699669,True
kt1_s15,1comp,1,15,5,bayesm,2,z2,Alt2,-0.4932994273666514,0.0949214615575748,-0.6804014004471941,-0.3094196526410954,-0.4044097992529277,-0.0888896281137237,True
kt1_s15,1comp,1,15,5,bayesm,2,z2,Alt3,0.0207029976498417,0.1136357955566393,-0.2055461658748347,0.2416647954793289,0.1949352036627322,-0.1742322060128905,True
kt1_s15,1comp,1,15,5,bayesm,2,z2,Price,-1.2279112109882986,0.0888327572892915,-1.407218602773418,-1.055208008898416,-1.3378396935572754,0.1099284825689768,True
kt1_s16,1comp,1,16,5,bayesm,2,z1,Alt1,0.5634268377960232,0.1184436841868962,0.3308373660966166,0.798169820433998,0.6647834793411483,-0.1013566415451251,True
kt1_s16,1comp,1,16,5,bayesm,2,z1,Alt2,-0.2274708247949266,0.3785254916412301,-1.0016020298176207,0.4754512325549253,0.1303791447290592,-0.3578499695239858,True
kt1_s16,1comp,1,16,5,bayesm,2,z1,Alt3,-1.797270744454902,0.1257880138451003,-2.049662993275385,-1.5542318809848783,-1.4554151207703827,-0.3418556236845191,False
kt1_s16,1comp,1,16,5,bayesm,2,z1,Price,0.8740715956993387,0.1138113460790134,0.6487832978792751,1.0971992946593938,0.8555226813128172,0.0185489143865215,True
kt1_s16,1comp,1,16,5,bayesm,2,z2,Alt1,0.4743642193136011,0.1027670978971713,0.2753326656547127,0.6759165771162214,0.4761781784297896,-0.0018139591161884,True
kt1_s16,1comp,1,16,5,bayesm,2,z2,Alt2,0.0016584738379937,0.276883685821559,-0.5589228968428145,0.540964954238071,0.0853297841136622,-0.0836713102756684,True
kt1_s16,1comp,1,16,5,bayesm,2,z2,Alt3,-0.3537207429051951,0.0986095556725491,-0.5477943795322537,-0.1602199628001743,-0.509500036955696,0.1557792940505009,True
kt1_s16,1comp,1,16,5,bayesm,2,z2,Price,0.4441824789658782,0.0994571567463099,0.2491486666809015,0.6380678624693076,0.5202426253363867,-0.0760601463705084,True
kt1_s17,1comp,1,17,5,bayesm,2,z1,Alt1,-0.2328963290935378,0.1035291834463901,-0.4365952680722333,-0.0320853800302222,-0.1916449395435137,-0.041251389550024,True
kt1_s17,1comp,1,17,5,bayesm,2,z1,Alt2,0.1259373575861334,0.1057552691667318,-0.0836494353606903,0.3323993887088891,0.1839241207816128,-0.0579867631954794,True
kt1_s17,1comp,1,17,5,bayesm,2,z1,Alt3,1.4187563563186536,0.1103378718965252,1.205567797730997,1.6388420199189908,1.3347769650503398,0.0839793912683137,True
kt1_s17,1comp,1,17,5,bayesm,2,z1,Price,0.5957883165913026,0.1007425464815284,0.3971507914826557,0.7926224393754266,0.5663998316887201,0.0293884849025825,True
kt1_s17,1comp,1,17,5,bayesm,2,z2,Alt1,-0.5829252816606355,0.1096349855861691,-0.7994551304684326,-0.3683412119575101,-0.3979353997259418,-0.1849898819346936,True
kt1_s17,1comp,1,17,5,bayesm,2,z2,Alt2,0.6489602708588993,0.1105503439697778,0.4334464907875716,0.8646951123004507,0.8301964660181846,-0.1812361951592853,True
kt1_s17,1comp,1,17,5,bayesm,2,z2,Alt3,0.0568041577439069,0.1060863904255158,-0.1488149181280926,0.2668514875008747,0.0021202968216708,0.0546838609222361,True
