dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,mix_mean,mix_var,true_mix_mean,true_mix_var
kt3_s85,3comp_equal,3,85,5,nuts,2,Alt2,0.491452157497406,16.83188819885254,0.5935036259124511,5.805769776989007
kt3_s85,3comp_equal,3,85,5,nuts,2,Alt3,-0.3094390034675598,14.977558135986328,-0.4137836220683987,9.390199357663128
kt3_s85,3comp_equal,3,85,5,nuts,2,Price,-0.05705177038908,7.825352191925049,-0.1349030619717647,3.6537821570507374
kt3_s86,3comp_equal,3,86,5,nuts,2,Alt1,17.468971252441406,761.6487426757812,5.856630928327858,32.66358864348669
kt3_s86,3comp_equal,3,86,5,nuts,2,Alt2,1.185879826545715,99.2213897705078,0.9807123627168428,8.035026896008606
kt3_s86,3comp_equal,3,86,5,nuts,2,Alt3,-9.390536308288574,322.36248779296875,-3.1212332665749933,8.112814876407024
kt3_s86,3comp_equal,3,86,5,nuts,2,Price,2.17367959022522,19.25243759155273,0.4015112395788137,2.7931900179642044
kt3_s87,3comp_equal,3,87,5,nuts,2,Alt1,-1.7194359302520752,40.958003997802734,-2.3226578512574,16.608260839251432
kt3_s87,3comp_equal,3,87,5,nuts,2,Alt2,3.532672166824341,26.84442138671875,3.0783048725809223,5.447745721214873
kt3_s87,3comp_equal,3,87,5,nuts,2,Alt3,0.1415864676237106,21.200902938842773,0.0801708366448943,18.89450286914764
kt3_s87,3comp_equal,3,87,5,nuts,2,Price,-1.4821271896362305,47.01047897338867,-1.7695387937709592,52.85027489366683
kt3_s88,3comp_equal,3,88,5,nuts,2,Alt1,-0.4944509267807007,38.542598724365234,-0.5500602260851537,18.04362187040485
kt3_s88,3comp_equal,3,88,5,nuts,2,Alt2,-3.89279580116272,28.567625045776367,-3.1789759105552777,11.944594297101135
kt3_s88,3comp_equal,3,88,5,nuts,2,Alt3,-1.036985158920288,18.29592704772949,-1.179874031149517,11.951476714801371
kt3_s88,3comp_equal,3,88,5,nuts,2,Price,0.666027843952179,5.404056072235107,0.5661615411073639,2.365808601887545
kt3_s89,3comp_equal,3,89,5,nuts,2,Alt1,0.1796528995037078,41.79499435424805,0.2187190003846408,2.9118844161088275
kt3_s89,3comp_equal,3,89,5,nuts,2,Alt2,0.1845160126686096,40.82208251953125,0.3855187797708382,20.209529172709694
kt3_s89,3comp_equal,3,89,5,nuts,2,Alt3,-0.4491170942783355,26.62053680419922,-0.7834691095364714,21.41604183257829
kt3_s89,3comp_equal,3,89,5,nuts,2,Price,3.2797155380249023,9.186542510986328,3.0880449495798628,4.989292672462966
kt3_s90,3comp_equal,3,90,5,nuts,2,Alt1,1.1565561294555664,46.41967010498047,0.551394124704757,20.34878996490629
kt3_s90,3comp_equal,3,90,5,nuts,2,Alt2,1.5525712966918943,24.183135986328125,1.7081788162486855,12.257100726261168
kt3_s90,3comp_equal,3,90,5,nuts,2,Alt3,0.2875527143478393,12.162636756896973,0.1958676352170802,5.849634335874103
kt3_s90,3comp_equal,3,90,5,nuts,2,Price,2.2823588848114014,23.193592071533203,1.8397345179942648,18.3787763427204
kt3_s91,3comp_equal,3,91,5,nuts,2,Alt1,-1.787387132644653,54.91484832763672,-1.7708319974247126,2.013868028718085
kt3_s91,3comp_equal,3,91,5,nuts,2,Alt2,-0.7767303586006165,183.7601623535156,-0.5430801384475299,18.973480265424847
kt3_s91,3comp_equal,3,91,5,nuts,2,Alt3,1.02392315864563,42.88713836669922,0.9375930871269572,15.473633636921276
kt3_s91,3comp_equal,3,91,5,nuts,2,Price,-0.3421748876571655,29.54340362548828,-0.1981695268552405,21.82580558232036
kt3_s92,3comp_equal,3,92,5,nuts,2,Alt1,-1.954763889312744,51.15813064575195,-2.004624001589724,18.389935127959607
kt3_s92,3comp_equal,3,92,5,nuts,2,Alt2,-2.445032119750977,14.0004301071167,-2.306432132311113,2.6814637254932583
kt3_s92,3comp_equal,3,92,5,nuts,2,Alt3,-1.8281371593475344,6.333460330963135,-1.6911462195915368,0.9103055693219522
kt3_s92,3comp_equal,3,92,5,nuts,2,Price,1.8430095911026,11.488513946533203,1.761266227797417,6.921991815843299
kt3_s93,3comp_equal,3,93,5,nuts,2,Alt1,3.3848156929016118,28.63133811950684,3.205973627689979,1.3579767962411882
kt3_s93,3comp_equal,3,93,5,nuts,2,Alt2,0.3728023469448089,38.81814193725586,0.40742404632817,11.086514492491952
kt3_s93,3comp_equal,3,93,5,nuts,2,Alt3,2.5845417976379395,20.495737075805664,2.5718221804999937,2.571754643599736
kt3_s93,3comp_equal,3,93,5,nuts,2,Price,0.9951487183570862,12.540281295776367,1.0297534438890903,8.153462410249565
kt3_s94,3comp_equal,3,94,5,nuts,2,Alt1,-0.5582096576690674,41.10917282104492,-0.7038148949830851,15.153682601135053
kt3_s94,3comp_equal,3,94,5,nuts,2,Alt2,-1.313391089439392,38.48298645019531,-0.8668475553414149,20.63300445031394
kt3_s94,3comp_equal,3,94,5,nuts,2,Alt3,-3.5008437633514404,110.97806549072266,-2.398958268898758,58.69602518371304
kt3_s94,3comp_equal,3,94,5,nuts,2,Price,0.6900727152824402,8.680360794067383,0.5882161337804143,4.912746907592368
kt3_s95,3comp_equal,3,95,5,nuts,2,Alt1,-0.4234233796596527,672.0443725585938,-0.0778168356258888,24.85685887681247
kt3_s95,3comp_equal,3,95,5,nuts,2,Alt2,4.673845291137695,87.70648956298828,4.685709743865356,4.246815611695677
kt3_s95,3comp_equal,3,95,5,nuts,2,Alt3,2.426456928253174,39.94719696044922,2.5505738933438646,19.36174001855856
kt3_s95,3comp_equal,3,95,5,nuts,2,Price,-0.1767307221889495,38.45738220214844,-0.2351108536687422,4.381438364119454
kt3_s96,3comp_equal,3,96,5,nuts,2,Alt1,-4.552942276000977,38.131439208984375,-4.361533946327064,7.302320365315531
kt3_s96,3comp_equal,3,96,5,nuts,2,Alt2,-1.0925346612930298,24.64580535888672,-0.9058318486383514,13.802042705817064
kt3_s96,3comp_equal,3,96,5,nuts,2,Alt3,2.64766263961792,19.40768814086914,2.2803589830091275,10.616801258300542
