param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Price,bayesm,Hellinger,0.04354,0.07867,0.09836,0.093,0.11373,0.19785,100.0
Price,Replication,Hellinger,0.04685,0.07687,0.09846,0.09313,0.12007,0.20251,100.0
Price,NUTS,Hellinger,0.05327,0.08005,0.10875,0.09579,0.12751,0.32389,100.0
Price,HMC,Hellinger,0.04354,0.08024,0.10317,0.09589,0.11833,0.23501,100.0
Price,bayesm,KL,0.36936,,inf,inf,,inf,100.0
Price,Replication,KL,inf,,inf,inf,,inf,100.0
Price,NUTS,KL,0.2776,,inf,inf,,inf,100.0
Price,HMC,KL,0.43682,,inf,inf,,inf,100.0
Price,bayesm,JSD,0.00155,0.00528,0.00939,0.00778,0.01194,0.0353,100.0
Price,Replication,JSD,0.00185,0.00504,0.00947,0.00759,0.01285,0.03693,100.0
Price,NUTS,JSD,0.00233,0.00579,0.01224,0.0084,0.01468,0.0849,100.0
Price,HMC,JSD,0.00165,0.00572,0.01068,0.00838,0.01317,0.04876,100.0
Price,bayesm,TVD,0.02881,0.0585,0.07946,0.07851,0.09538,0.1791,100.0
Price,Replication,TVD,0.0314,0.05884,0.08041,0.07865,0.09859,0.18087,100.0
Price,NUTS,TVD,0.03016,0.06315,0.0872,0.08326,0.09877,0.28643,100.0
Price,HMC,TVD,0.02896,0.06139,0.08526,0.08105,0.10281,0.20332,100.0
