k_true,param,sampler,metric,min,q1,mean,median,q3,max,n_sim
3,Alt3,HMC,TVD,0.07049,0.08932,0.12817,0.11574,0.15061,0.21467,5.0
3,Alt3,bayesm,Wasserstein1,0.20043,0.29912,0.33821,0.31913,0.38421,0.48818,5.0
3,Alt3,Replication,Wasserstein1,0.18612,0.29343,0.33256,0.32646,0.33805,0.51876,5.0
3,Alt3,NUTS,Wasserstein1,0.18199,0.32323,0.34724,0.36041,0.36976,0.50079,5.0
3,Alt3,HMC,Wasserstein1,0.1922,0.30005,0.3446,0.34849,0.37008,0.51217,5.0
3,Price,bayesm,Hellinger,0.06964,0.07721,0.08334,0.07763,0.09188,0.10036,5.0
3,Price,Replication,Hellinger,0.06348,0.07813,0.08266,0.08566,0.09129,0.09474,5.0
3,Price,NUTS,Hellinger,0.05476,0.0645,0.10738,0.08393,0.1027,0.231,5.0
3,Price,HMC,Hellinger,0.05534,0.06376,0.07517,0.0691,0.0877,0.09994,5.0
3,Price,bayesm,KL,0.04097,0.0575,0.08666,0.06178,0.10658,0.16646,5.0
3,Price,Replication,KL,0.05045,0.07015,0.08378,0.07505,0.10163,0.12161,5.0
3,Price,NUTS,KL,0.05797,0.06216,0.19296,0.06391,0.10973,0.67101,5.0
3,Price,HMC,KL,0.05038,0.05717,0.08592,0.06566,0.12556,0.13083,5.0
3,Price,bayesm,JSD,0.00461,0.0051,0.00652,0.00553,0.00827,0.00908,5.0
3,Price,Replication,JSD,0.00355,0.00563,0.00643,0.00644,0.00785,0.00866,5.0
3,Price,NUTS,JSD,0.00281,0.00377,0.01378,0.00669,0.00977,0.04588,5.0
3,Price,HMC,JSD,0.0027,0.00391,0.00553,0.00405,0.00742,0.00959,5.0
3,Price,bayesm,TVD,0.05023,0.06733,0.07785,0.06896,0.10064,0.10207,5.0
3,Price,Replication,TVD,0.04613,0.06973,0.07782,0.07203,0.09983,0.10137,5.0
3,Price,NUTS,TVD,0.04955,0.06112,0.09336,0.08796,0.09076,0.17739,5.0
3,Price,HMC,TVD,0.04018,0.04705,0.07338,0.07005,0.0947,0.11491,5.0
3,Price,bayesm,Wasserstein1,0.13258,0.20495,0.28784,0.25541,0.29246,0.55381,5.0
3,Price,Replication,Wasserstein1,0.11348,0.22506,0.2845,0.2752,0.29837,0.51041,5.0
3,Price,NUTS,Wasserstein1,0.11535,0.17914,0.32928,0.26626,0.33968,0.74598,5.0
3,Price,HMC,Wasserstein1,0.10621,0.12883,0.26629,0.21867,0.24438,0.63334,5.0
5,Alt1,bayesm,Hellinger,0.06832,0.08591,0.1347,0.09795,0.13862,0.28269,5.0
5,Alt1,Replication,Hellinger,0.06777,0.07296,0.14505,0.08336,0.13565,0.3655,5.0
5,Alt1,NUTS,Hellinger,0.09853,0.12315,0.18475,0.16073,0.17021,0.37114,5.0
5,Alt1,HMC,Hellinger,0.0943,0.16671,0.16407,0.16796,0.18984,0.20155,5.0
5,Alt1,bayesm,KL,0.02555,0.09276,0.64394,0.14423,0.14425,2.81292,5.0
5,Alt1,Replication,KL,0.02521,0.08684,1.26714,0.09381,0.19357,5.93626,5.0
5,Alt1,NUTS,KL,0.07376,0.24171,inf,0.43056,,inf,5.0
5,Alt1,HMC,KL,0.09324,0.22151,1.79874,0.41503,0.43753,7.82639,5.0
5,Alt1,bayesm,JSD,0.00441,0.00613,0.02003,0.00873,0.01752,0.06336,5.0
5,Alt1,Replication,JSD,0.00433,0.00476,0.02729,0.00642,0.01665,0.10431,5.0
5,Alt1,NUTS,JSD,0.00876,0.01331,0.03536,0.02278,0.02536,0.10658,5.0
5,Alt1,HMC,JSD,0.00811,0.02428,0.02445,0.02546,0.02758,0.03684,5.0
5,Alt1,bayesm,TVD,0.04574,0.05233,0.09739,0.08961,0.12495,0.17433,5.0
5,Alt1,Replication,TVD,0.04387,0.05205,0.10569,0.0828,0.12051,0.2292,5.0
5,Alt1,NUTS,TVD,0.06069,0.0997,0.13155,0.1272,0.13925,0.2309,5.0
5,Alt1,HMC,TVD,0.05905,0.12867,0.13319,0.13269,0.15294,0.19258,5.0
5,Alt1,bayesm,Wasserstein1,0.10543,0.19123,0.40538,0.31952,0.4779,0.93282,5.0
5,Alt1,Replication,Wasserstein1,0.10291,0.17103,0.49173,0.30352,0.4651,1.41611,5.0
5,Alt1,NUTS,Wasserstein1,0.17002,0.37827,1.57037,0.55543,0.56524,6.18288,5.0
5,Alt1,HMC,Wasserstein1,0.1898,0.51312,0.62828,0.56336,0.63605,1.23909,5.0
5,Alt2,bayesm,Hellinger,0.06682,0.07635,0.13785,0.0835,0.19832,0.26426,5.0
5,Alt2,Replication,Hellinger,0.06578,0.07834,0.13656,0.08427,0.18786,0.26657,5.0
5,Alt2,NUTS,Hellinger,0.08268,0.09864,0.15624,0.1036,0.20741,0.28886,5.0
