dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,slot,post_mean,post_std,ci_low,ci_high,true_weight,in_ci
kt1_s07,1comp,1,7,5,nuts,1,3,0.0032946425490081,0.0032608867622911,8.308017222589117e-05,0.0120074660517275,,
kt1_s07,1comp,1,7,5,nuts,1,4,0.0031619947403669,0.0032664970494806,7.227496917039389e-05,0.0119066635612398,,
kt1_s08,1comp,1,8,5,nuts,1,0,0.9940664172172546,6.2489075389748905e-06,0.9940540194511414,0.9940768480300904,1.0,False
kt1_s08,1comp,1,8,5,nuts,1,1,0.00271498109214,0.0003467979840934,0.0017547932220622,0.0028574534226208,,
kt1_s08,1comp,1,8,5,nuts,1,2,0.0018852398497983,0.0003473294200375,0.0017514809733256,0.0028508863062597,,
kt1_s08,1comp,1,8,5,nuts,1,3,0.0013305811444297,3.1422987376572564e-05,0.0013158041983842,0.0013444467913359,,
kt1_s08,1comp,1,8,5,nuts,1,4,2.681164005480241e-06,8.028770981383103e-10,2.679521907111848e-06,2.682324293346028e-06,,
kt1_s09,1comp,1,9,5,nuts,1,0,0.985712707042694,0.0074048861861228,0.967913855612278,0.9961124613881112,1.0,False
kt1_s09,1comp,1,9,5,nuts,1,1,0.0044349045492708,0.0048483731225132,0.0001291090975428,0.0160877254791557,,
kt1_s09,1comp,1,9,5,nuts,1,2,0.0033181214239448,0.0032394889276474,0.0001001807879219,0.0118730455636978,,
kt1_s09,1comp,1,9,5,nuts,1,3,0.0032773502171039,0.0033237643074244,8.098401049210226e-05,0.0123410284519195,,
kt1_s09,1comp,1,9,5,nuts,1,4,0.003256817581132,0.0032059338409453,8.649884039186872e-05,0.0115881712175905,,
kt1_s10,1comp,1,10,5,nuts,1,0,0.9859619140625,0.0076242382638156,0.9668942198157312,0.99613104313612,1.0,False
kt1_s10,1comp,1,10,5,nuts,1,1,0.0040570595301687,0.0050973161123692,9.202312994602835e-05,0.0180217647459357,,
kt1_s10,1comp,1,10,5,nuts,1,2,0.0033697781618684,0.003303041215986,9.16835095267743e-05,0.0120517526986077,,
kt1_s10,1comp,1,10,5,nuts,1,3,0.0033106978517025,0.0033318421337753,7.949550054036081e-05,0.0122416537487879,,
kt1_s10,1comp,1,10,5,nuts,1,4,0.0033005205914378,0.00321014970541,8.864297069521854e-05,0.0118560111150145,,
kt1_s11,1comp,1,11,5,nuts,1,0,0.8058664202690125,9.146817319560796e-05,0.8057041168212891,0.8060379028320312,1.0,False
kt1_s11,1comp,1,11,5,nuts,1,1,0.1905297636985778,9.111072722589596e-05,0.1903636157512664,0.1906938254833221,,
kt1_s11,1comp,1,11,5,nuts,1,2,0.003053780645132,0.0002269456454087,0.0030646259197965,0.003085662581725,,
kt1_s11,1comp,1,11,5,nuts,1,3,0.0004807645746041,0.0002276535378769,0.0004600791726261,0.0004616602709575,,
kt1_s11,1comp,1,11,5,nuts,1,4,6.929427036084235e-05,7.865089024505778e-09,6.928032235009596e-05,6.93090187269263e-05,,
kt1_s12,1comp,1,12,5,nuts,1,0,0.9780941605567932,0.0213408842682838,0.912854790687561,0.9960926473140717,1.0,False
kt1_s12,1comp,1,12,5,nuts,1,1,0.0118695450946688,0.0202577952295541,0.000105143798828,0.0755236819386482,,
kt1_s12,1comp,1,12,5,nuts,1,2,0.0033990344963967,0.0033687441609799,0.0001024797365971,0.012353894743137,,
kt1_s12,1comp,1,12,5,nuts,1,3,0.0033278386108577,0.003390903584659,6.999352044658735e-05,0.0125384213635697,,
kt1_s12,1comp,1,12,5,nuts,1,4,0.003309475723654,0.0033017948735505,8.316507592098787e-05,0.0121997291222214,,
