dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,Hellinger,KL,JSD,TVD,Wasserstein1
kt2_s63,2comp_equal,2,63,5,hmc,2,Price,0.08117,inf,0.00509,0.04475,0.24281
kt2_s64,2comp_equal,2,64,5,hmc,2,Alt1,0.13831,0.15354,0.01712,0.10915,0.26471
kt2_s64,2comp_equal,2,64,5,hmc,2,Alt2,0.18573,0.26929,0.03074,0.14723,0.39568
kt2_s64,2comp_equal,2,64,5,hmc,2,Alt3,0.09958,0.05258,0.00952,0.08969,0.30264
kt2_s64,2comp_equal,2,64,5,hmc,2,Price,0.04311,0.00818,0.00183,0.04165,0.1237
kt2_s65,2comp_equal,2,65,5,hmc,2,Alt1,0.21833,inf,0.04293,0.20365,0.87668
kt2_s65,2comp_equal,2,65,5,hmc,2,Alt2,0.24631,inf,0.05101,0.19064,0.8472
kt2_s65,2comp_equal,2,65,5,hmc,2,Alt3,0.26916,inf,0.06546,0.27058,0.82858
kt2_s65,2comp_equal,2,65,5,hmc,2,Price,0.17455,inf,0.02753,0.17248,0.39783
kt2_s66,2comp_equal,2,66,5,hmc,2,Alt1,0.1486,0.32348,0.01896,0.11839,0.35646
kt2_s66,2comp_equal,2,66,5,hmc,2,Alt2,0.12345,0.20021,0.01247,0.07636,0.29037
kt2_s66,2comp_equal,2,66,5,hmc,2,Alt3,0.41608,3.34709,0.14688,0.40896,1.65743
kt2_s66,2comp_equal,2,66,5,hmc,2,Price,0.06843,0.03135,0.00421,0.05558,0.13919
kt2_s67,2comp_equal,2,67,5,hmc,2,Alt1,0.062,0.01866,0.00373,0.06082,0.17223
kt2_s67,2comp_equal,2,67,5,hmc,2,Alt2,0.06559,0.02063,0.00419,0.06133,0.15215
kt2_s67,2comp_equal,2,67,5,hmc,2,Alt3,0.11073,0.05628,0.012,0.11499,0.50462
kt2_s67,2comp_equal,2,67,5,hmc,2,Price,0.0638,0.01774,0.00403,0.06267,0.12934
kt2_s68,2comp_equal,2,68,5,hmc,2,Alt1,0.17158,0.19934,0.02679,0.13211,0.3157
kt2_s68,2comp_equal,2,68,5,hmc,2,Alt2,0.21412,0.33637,0.04071,0.18112,0.48399
kt2_s68,2comp_equal,2,68,5,hmc,2,Alt3,0.12635,0.07271,0.01555,0.12872,0.35331
kt2_s68,2comp_equal,2,68,5,hmc,2,Price,0.14908,0.12359,0.02092,0.122,0.3474
kt2_s69,2comp_equal,2,69,5,hmc,2,Alt1,0.04719,0.01428,0.00207,0.02959,0.07509
kt2_s69,2comp_equal,2,69,5,hmc,2,Alt2,0.17259,0.2026,0.02688,0.12516,0.34034
kt2_s69,2comp_equal,2,69,5,hmc,2,Alt3,0.09907,0.03551,0.00961,0.08602,0.17583
kt2_s69,2comp_equal,2,69,5,hmc,2,Price,0.04777,0.0093,0.00225,0.04125,0.22439
kt2_s70,2comp_equal,2,70,5,hmc,2,Alt1,0.32781,0.84517,0.0944,0.2732,0.98565
kt2_s70,2comp_equal,2,70,5,hmc,2,Alt2,0.22042,0.73248,0.03969,0.15137,0.81755
kt2_s70,2comp_equal,2,70,5,hmc,2,Alt3,0.50247,11.53294,0.20148,0.41652,3.96651
kt2_s70,2comp_equal,2,70,5,hmc,2,Price,0.15544,0.14058,0.02267,0.1421,0.35983
kt2_s71,2comp_equal,2,71,5,hmc,2,Alt1,0.03177,0.00494,0.00098,0.02638,0.05997
kt2_s71,2comp_equal,2,71,5,hmc,2,Alt2,0.05374,0.01335,0.00283,0.05562,0.16542
kt2_s71,2comp_equal,2,71,5,hmc,2,Alt3,0.11453,0.05254,0.01291,0.11553,0.51373
kt2_s71,2comp_equal,2,71,5,hmc,2,Price,0.11829,0.06826,0.01353,0.11524,0.412
kt2_s72,2comp_equal,2,72,5,hmc,2,Alt1,0.29541,1.54765,0.07425,0.26184,0.76566
kt2_s72,2comp_equal,2,72,5,hmc,2,Alt2,0.08943,0.06042,0.00741,0.08265,0.17323
kt2_s72,2comp_equal,2,72,5,hmc,2,Alt3,0.26543,0.88307,0.06116,0.2402,0.62306
kt2_s72,2comp_equal,2,72,5,hmc,2,Price,0.34129,2.41807,0.09327,0.28577,1.01998
kt2_s73,2comp_equal,2,73,5,hmc,2,Alt1,0.05229,0.0146,0.00262,0.04295,0.1201
kt2_s73,2comp_equal,2,73,5,hmc,2,Alt2,0.15834,0.17091,0.02274,0.12318,0.23357
kt2_s73,2comp_equal,2,73,5,hmc,2,Alt3,0.08262,0.0349,0.00659,0.07817,0.20778
kt2_s73,2comp_equal,2,73,5,hmc,2,Price,0.05837,0.01716,0.0033,0.0541,0.21073
kt2_s74,2comp_equal,2,74,5,hmc,2,Alt1,0.26989,0.57651,0.0656,0.26159,1.38187
kt2_s74,2comp_equal,2,74,5,hmc,2,Alt2,0.15783,0.13346,0.02358,0.14954,0.52207
kt2_s74,2comp_equal,2,74,5,hmc,2,Alt3,0.08922,0.04895,0.00752,0.07923,0.22265
kt2_s74,2comp_equal,2,74,5,hmc,2,Price,0.05493,0.01349,0.00296,0.06381,0.13936
kt2_s75,2comp_equal,2,75,5,hmc,2,Alt1,0.14291,0.10554,0.01953,0.13401,1.03115
kt2_s75,2comp_equal,2,75,5,hmc,2,Alt2,0.0895,0.03297,0.00797,0.11913,0.71682
kt2_s75,2comp_equal,2,75,5,hmc,2,Alt3,0.13626,0.09702,0.01782,0.13507,1.19867
kt2_s75,2comp_equal,2,75,5,hmc,2,Price,0.12297,0.07551,0.01459,0.11916,0.59269
kt2_s76,2comp_equal,2,76,5,hmc,2,Alt1,0.07979,0.02736,0.00629,0.09131,0.18306
kt2_s76,2comp_equal,2,76,5,hmc,2,Alt2,0.1008,0.04777,0.00988,0.10809,0.38685
kt2_s76,2comp_equal,2,76,5,hmc,2,Alt3,0.09147,0.04101,0.00809,0.07948,0.2279
kt2_s76,2comp_equal,2,76,5,hmc,2,Price,0.08676,0.02942,0.0074,0.06931,0.3626
kt2_s77,2comp_equal,2,77,5,hmc,2,Alt1,0.09735,0.05202,0.00897,0.07982,0.15101
kt2_s77,2comp_equal,2,77,5,hmc,2,Alt2,0.05874,0.0137,0.00341,0.05422,0.19312
kt2_s77,2comp_equal,2,77,5,hmc,2,Alt3,0.23223,0.27998,0.05102,0.23136,0.79507
kt2_s77,2comp_equal,2,77,5,hmc,2,Price,0.03836,0.00618,0.00146,0.04124,0.21409
kt2_s78,2comp_equal,2,78,5,hmc,2,Alt1,0.23525,0.33177,0.05068,0.22408,0.6745
kt2_s78,2comp_equal,2,78,5,hmc,2,Alt2,0.08181,0.02926,0.00661,0.09175,0.30974
kt2_s78,2comp_equal,2,78,5,hmc,2,Alt3,0.04212,0.0083,0.00173,0.04528,0.10585
kt2_s78,2comp_equal,2,78,5,hmc,2,Price,0.06465,0.01746,0.00414,0.07991,0.34013
kt2_s79,2comp_equal,2,79,5,hmc,2,Alt1,0.1353,0.09282,0.01764,0.13807,0.2762
kt2_s79,2comp_equal,2,79,5,hmc,2,Alt2,0.10438,0.15122,0.00931,0.05031,0.22104
kt2_s79,2comp_equal,2,79,5,hmc,2,Alt3,0.05209,0.0155,0.00255,0.03288,0.10899
kt2_s79,2comp_equal,2,79,5,hmc,2,Price,0.06835,0.01896,0.00462,0.07319,0.1955
kt2_s80,2comp_equal,2,80,5,hmc,2,Alt1,0.05424,0.01638,0.00279,0.03398,0.09499
kt2_s80,2comp_equal,2,80,5,hmc,2,Alt2,0.08814,0.03187,0.00767,0.09041,0.23225
kt2_s80,2comp_equal,2,80,5,hmc,2,Alt3,0.089,0.04168,0.0076,0.07295,0.11117
kt2_s80,2comp_equal,2,80,5,hmc,2,Price,0.04614,0.01045,0.00206,0.03531,0.09044
kt2_s81,2comp_equal,2,81,5,hmc,2,Alt1,0.04289,0.00901,0.00178,0.03425,0.07892
kt2_s81,2comp_equal,2,81,5,hmc,2,Alt2,0.05489,0.01519,0.00291,0.03661,0.07279
kt2_s81,2comp_equal,2,81,5,hmc,2,Alt3,0.08645,0.04005,0.00713,0.07045,0.17549
kt2_s81,2comp_equal,2,81,5,hmc,2,Price,0.05806,0.01281,0.00335,0.05412,0.09596
kt2_s82,2comp_equal,2,82,5,hmc,2,Alt1,0.03468,0.00679,0.00113,0.02429,0.05597
kt2_s82,2comp_equal,2,82,5,hmc,2,Alt2,0.05332,0.01941,0.00264,0.04155,0.24217
kt2_s82,2comp_equal,2,82,5,hmc,2,Alt3,0.1131,0.07376,0.01208,0.09368,0.31258
kt2_s82,2comp_equal,2,82,5,hmc,2,Price,0.08175,0.03568,0.00641,0.07538,0.31627
kt2_s83,2comp_equal,2,83,5,hmc,2,Alt1,0.06507,0.02357,0.00403,0.0538,0.15764
kt2_s83,2comp_equal,2,83,5,hmc,2,Alt2,0.06138,0.01851,0.00366,0.05668,0.22848
kt2_s83,2comp_equal,2,83,5,hmc,2,Alt3,0.071,0.0242,0.00491,0.06741,0.15882
kt2_s83,2comp_equal,2,83,5,hmc,2,Price,0.09769,0.04946,0.00916,0.08557,0.24097
kt2_s84,2comp_equal,2,84,5,hmc,2,Alt1,0.14904,0.12221,0.02118,0.14404,0.26537
kt2_s84,2comp_equal,2,84,5,hmc,2,Alt2,0.26043,0.61829,0.05853,0.21885,1.09556
kt2_s84,2comp_equal,2,84,5,hmc,2,Alt3,0.15967,0.16082,0.0236,0.14445,0.42848
kt2_s84,2comp_equal,2,84,5,hmc,2,Price,0.06085,0.01818,0.0036,0.05141,0.18295
kt2_s85,2comp_equal,2,85,5,hmc,2,Alt1,0.08303,0.03446,0.00666,0.07516,0.16343
kt2_s85,2comp_equal,2,85,5,hmc,2,Alt2,0.02293,0.00307,0.00049,0.01651,0.03092
kt2_s85,2comp_equal,2,85,5,hmc,2,Alt3,0.07471,0.02597,0.00546,0.07596,0.18207
kt2_s85,2comp_equal,2,85,5,hmc,2,Price,0.03755,0.0087,0.00129,0.02228,0.09482
kt2_s86,2comp_equal,2,86,5,hmc,2,Alt1,0.44382,7.95854,0.15863,0.38012,2.60309
kt2_s86,2comp_equal,2,86,5,hmc,2,Alt2,0.29509,inf,0.07305,0.26104,1.57297
kt2_s86,2comp_equal,2,86,5,hmc,2,Alt3,0.31957,1.14734,0.08922,0.30376,1.674
kt2_s86,2comp_equal,2,86,5,hmc,2,Price,0.19316,0.27012,0.03378,0.17948,0.52103
kt2_s87,2comp_equal,2,87,5,hmc,2,Alt1,0.18928,inf,0.03187,0.17962,0.54727
kt2_s87,2comp_equal,2,87,5,hmc,2,Alt2,0.137,inf,0.01656,0.10964,0.52433
kt2_s87,2comp_equal,2,87,5,hmc,2,Alt3,0.3568,inf,0.10611,0.33067,1.32133
kt2_s87,2comp_equal,2,87,5,hmc,2,Price,0.50705,inf,0.20112,0.48255,2.51205
kt2_s88,2comp_equal,2,88,5,hmc,2,Alt1,0.09238,0.05006,0.00815,0.10283,0.25625
kt2_s88,2comp_equal,2,88,5,hmc,2,Alt2,0.07408,0.02371,0.00542,0.08388,0.13596
kt2_s88,2comp_equal,2,88,5,hmc,2,Alt3,0.13726,0.10931,0.01769,0.12146,0.55133
kt2_s88,2comp_equal,2,88,5,hmc,2,Price,0.05074,0.01095,0.00255,0.06261,0.20123
kt2_s89,2comp_equal,2,89,5,hmc,2,Alt1,0.03782,0.00863,0.00133,0.03349,0.06891
kt2_s89,2comp_equal,2,89,5,hmc,2,Alt2,0.10993,0.06735,0.01149,0.0981,0.30577
kt2_s89,2comp_equal,2,89,5,hmc,2,Alt3,0.12928,0.16993,0.01465,0.09824,0.34319
kt2_s89,2comp_equal,2,89,5,hmc,2,Price,0.07082,0.02504,0.00484,0.07164,0.14458
kt2_s90,2comp_equal,2,90,5,hmc,2,Alt1,0.13686,0.10594,0.01773,0.12184,0.74887
kt2_s90,2comp_equal,2,90,5,hmc,2,Alt2,0.16413,0.18391,0.02481,0.14641,0.60861
kt2_s90,2comp_equal,2,90,5,hmc,2,Alt3,0.10915,0.06934,0.01122,0.09027,0.32292
kt2_s90,2comp_equal,2,90,5,hmc,2,Price,0.08291,0.03224,0.00671,0.07305,0.60719
kt2_s91,2comp_equal,2,91,5,hmc,2,Alt1,0.09334,0.06309,0.00799,0.07405,0.17817
kt2_s91,2comp_equal,2,91,5,hmc,2,Alt2,0.25962,1.03864,0.05774,0.20606,0.76687
kt2_s91,2comp_equal,2,91,5,hmc,2,Alt3,0.08148,0.05941,0.00596,0.07034,0.19177
kt2_s91,2comp_equal,2,91,5,hmc,2,Price,0.09084,0.03698,0.00801,0.09304,0.22415
kt2_s92,2comp_equal,2,92,5,hmc,2,Alt1,0.10511,0.05688,0.01063,0.09193,0.20716
kt2_s92,2comp_equal,2,92,5,hmc,2,Alt2,0.055,0.01939,0.00282,0.03166,0.09209
kt2_s92,2comp_equal,2,92,5,hmc,2,Alt3,0.0971,0.05606,0.00885,0.07651,0.14403
kt2_s92,2comp_equal,2,92,5,hmc,2,Price,0.02292,0.00249,0.00051,0.01818,0.05393
kt2_s93,2comp_equal,2,93,5,hmc,2,Alt1,0.04221,0.01,0.00168,0.03486,0.06255
kt2_s93,2comp_equal,2,93,5,hmc,2,Alt2,0.05967,0.01697,0.00345,0.06087,0.15762
kt2_s93,2comp_equal,2,93,5,hmc,2,Alt3,0.06666,0.02164,0.0043,0.06451,0.12089
kt2_s93,2comp_equal,2,93,5,hmc,2,Price,0.03023,0.00533,0.00085,0.02482,0.16052
kt2_s94,2comp_equal,2,94,5,hmc,2,Alt1,0.15493,0.13074,0.02282,0.15347,0.35371
kt2_s94,2comp_equal,2,94,5,hmc,2,Alt2,0.14233,0.1495,0.01853,0.12377,0.49521
kt2_s94,2comp_equal,2,94,5,hmc,2,Alt3,0.10838,0.05723,0.01137,0.08899,0.46463
kt2_s94,2comp_equal,2,94,5,hmc,2,Price,0.07476,0.02478,0.0055,0.08522,0.20953
kt2_s95,2comp_equal,2,95,5,hmc,2,Alt1,0.20982,0.38843,0.0388,0.18179,0.83546
kt2_s95,2comp_equal,2,95,5,hmc,2,Alt2,0.19035,0.20496,0.03434,0.19567,0.51883
kt2_s95,2comp_equal,2,95,5,hmc,2,Alt3,0.20269,0.24726,0.03836,0.19884,0.35398
kt2_s95,2comp_equal,2,95,5,hmc,2,Price,0.06782,0.02273,0.00446,0.05529,0.24533
kt2_s96,2comp_equal,2,96,5,hmc,2,Alt1,0.07423,0.02569,0.00538,0.08073,0.24643
kt2_s96,2comp_equal,2,96,5,hmc,2,Alt2,0.08382,0.02737,0.00695,0.08728,0.55807
kt2_s96,2comp_equal,2,96,5,hmc,2,Alt3,0.07953,0.02817,0.00622,0.08604,0.12853
kt2_s96,2comp_equal,2,96,5,hmc,2,Price,0.07497,0.02578,0.00551,0.07604,0.35961
kt2_s97,2comp_equal,2,97,5,hmc,2,Alt1,0.20272,0.30375,0.03746,0.17737,0.50553
kt2_s97,2comp_equal,2,97,5,hmc,2,Alt2,0.15093,0.17603,0.02098,0.13679,0.41644
kt2_s97,2comp_equal,2,97,5,hmc,2,Alt3,0.14235,0.11875,0.01892,0.12099,0.52614
kt2_s97,2comp_equal,2,97,5,hmc,2,Price,0.0918,0.06258,0.00768,0.07349,0.25217
kt2_s98,2comp_equal,2,98,5,hmc,2,Alt1,0.11829,0.08114,0.01318,0.10606,0.25981
kt2_s98,2comp_equal,2,98,5,hmc,2,Alt2,0.06473,0.02689,0.00393,0.05237,0.12138
kt2_s98,2comp_equal,2,98,5,hmc,2,Alt3,0.05353,0.01239,0.00281,0.04557,0.09868
kt2_s98,2comp_equal,2,98,5,hmc,2,Price,0.05613,0.01427,0.0031,0.04947,0.20086
kt2_s99,2comp_equal,2,99,5,hmc,2,Alt1,0.07638,0.02613,0.00574,0.08983,0.51202
kt2_s99,2comp_equal,2,99,5,hmc,2,Alt2,0.08007,0.0296,0.00628,0.08499,0.56242
kt2_s99,2comp_equal,2,99,5,hmc,2,Alt3,0.09328,0.04882,0.00825,0.07297,0.33739
kt2_s99,2comp_equal,2,99,5,hmc,2,Price,0.22088,0.30966,0.04469,0.20401,0.77965
kt3_s01,3comp_equal,3,1,5,hmc,2,Alt1,0.07226,0.02754,0.00501,0.0565,0.16599
kt3_s01,3comp_equal,3,1,5,hmc,2,Alt2,0.07303,0.0283,0.00512,0.06256,0.24544
kt3_s01,3comp_equal,3,1,5,hmc,2,Alt3,0.07719,0.03072,0.00575,0.06807,0.1827
kt3_s01,3comp_equal,3,1,5,hmc,2,Price,0.06131,0.01542,0.00374,0.06528,0.20669
kt3_s02,3comp_equal,3,2,5,hmc,2,Alt1,0.09557,inf,0.00768,0.0776,0.42127
kt3_s02,3comp_equal,3,2,5,hmc,2,Alt2,0.1061,inf,0.00998,0.09704,0.52419
kt3_s02,3comp_equal,3,2,5,hmc,2,Alt3,0.16463,inf,0.0245,0.16961,0.4956
kt3_s02,3comp_equal,3,2,5,hmc,2,Price,0.08941,inf,0.00722,0.077,0.37332
kt3_s03,3comp_equal,3,3,5,hmc,2,Alt1,0.16282,0.18581,0.02413,0.13021,0.58812
kt3_s03,3comp_equal,3,3,5,hmc,2,Alt2,0.04309,0.01039,0.00177,0.02882,0.14157
kt3_s03,3comp_equal,3,3,5,hmc,2,Alt3,0.09471,0.04614,0.00862,0.083,0.31177
kt3_s03,3comp_equal,3,3,5,hmc,2,Price,0.08334,0.02715,0.00691,0.09434,0.24559
kt3_s04,3comp_equal,3,4,5,hmc,2,Alt1,0.16476,0.26093,0.02384,0.12877,0.39776
kt3_s04,3comp_equal,3,4,5,hmc,2,Alt2,0.11026,0.07826,0.01126,0.09087,0.25107
kt3_s04,3comp_equal,3,4,5,hmc,2,Alt3,0.09181,0.03267,0.0083,0.09615,0.27186
kt3_s04,3comp_equal,3,4,5,hmc,2,Price,0.05416,0.01397,0.00286,0.04747,0.09539
kt3_s05,3comp_equal,3,5,5,hmc,2,Alt1,0.17498,0.22016,0.02789,0.16249,0.54612
kt3_s05,3comp_equal,3,5,5,hmc,2,Alt2,0.0531,0.0124,0.00278,0.05295,0.15682
kt3_s05,3comp_equal,3,5,5,hmc,2,Alt3,0.22644,0.4285,0.04572,0.20876,0.47225
kt3_s05,3comp_equal,3,5,5,hmc,2,Price,0.09252,0.03726,0.00844,0.1089,0.54223
kt3_s06,3comp_equal,3,6,5,hmc,2,Alt1,0.03252,0.0051,0.00103,0.02803,0.13835
kt3_s06,3comp_equal,3,6,5,hmc,2,Alt2,0.09854,0.04354,0.00953,0.10574,0.23574
kt3_s06,3comp_equal,3,6,5,hmc,2,Alt3,0.09807,0.04481,0.00944,0.10175,0.28063
kt3_s06,3comp_equal,3,6,5,hmc,2,Price,0.08572,0.04117,0.00697,0.07873,0.30029
kt3_s07,3comp_equal,3,7,5,hmc,2,Alt1,0.1291,inf,0.0156,0.13654,0.31434
kt3_s07,3comp_equal,3,7,5,hmc,2,Alt2,0.10727,inf,0.01038,0.09923,0.31322
kt3_s07,3comp_equal,3,7,5,hmc,2,Alt3,0.08893,inf,0.00701,0.08072,0.21238
kt3_s07,3comp_equal,3,7,5,hmc,2,Price,0.08394,inf,0.00636,0.08017,0.21562
kt3_s08,3comp_equal,3,8,5,hmc,2,Alt1,0.29417,1.1498,0.07241,0.21243,0.73218
kt3_s08,3comp_equal,3,8,5,hmc,2,Alt2,0.07336,0.06023,0.00487,0.06929,0.15033
kt3_s08,3comp_equal,3,8,5,hmc,2,Alt3,0.21182,0.25483,0.04165,0.18345,0.54104
kt3_s08,3comp_equal,3,8,5,hmc,2,Price,0.04891,0.01089,0.00234,0.04029,0.16633
kt3_s09,3comp_equal,3,9,5,hmc,2,Alt1,0.09998,inf,0.00884,0.06941,0.21914
kt3_s09,3comp_equal,3,9,5,hmc,2,Alt2,0.10925,inf,0.01081,0.09587,0.23367
kt3_s09,3comp_equal,3,9,5,hmc,2,Alt3,0.26309,inf,0.06278,0.26163,0.71975
kt3_s09,3comp_equal,3,9,5,hmc,2,Price,0.07825,0.20322,0.00548,0.05983,0.22046
kt3_s100,3comp_equal,3,100,5,hmc,2,Alt1,0.14494,inf,0.0186,0.11417,0.48198
kt3_s100,3comp_equal,3,100,5,hmc,2,Alt2,0.10859,inf,0.01089,0.12291,0.45527
kt3_s100,3comp_equal,3,100,5,hmc,2,Alt3,0.22,inf,0.04514,0.21965,0.59485
kt3_s100,3comp_equal,3,100,5,hmc,2,Price,0.11822,inf,0.01296,0.12112,0.36203
kt3_s10,3comp_equal,3,10,5,hmc,2,Alt1,0.14131,0.12226,0.0185,0.11147,0.43047
kt3_s10,3comp_equal,3,10,5,hmc,2,Alt2,0.11658,0.07481,0.0129,0.10861,0.42668
kt3_s10,3comp_equal,3,10,5,hmc,2,Alt3,0.12944,0.10303,0.01566,0.12305,0.3861
kt3_s10,3comp_equal,3,10,5,hmc,2,Price,0.15891,0.13896,0.02384,0.14699,0.5153
kt3_s11,3comp_equal,3,11,5,hmc,2,Alt1,0.24802,inf,0.05223,0.21354,0.82038
kt3_s11,3comp_equal,3,11,5,hmc,2,Alt2,0.14588,inf,0.01863,0.13008,0.46428
kt3_s11,3comp_equal,3,11,5,hmc,2,Alt3,0.1378,inf,0.01672,0.09696,0.25689
kt3_s11,3comp_equal,3,11,5,hmc,2,Price,0.14088,0.41413,0.01741,0.0938,0.37386
kt3_s12,3comp_equal,3,12,5,hmc,2,Alt1,0.08945,0.04391,0.00762,0.0858,0.45537
kt3_s12,3comp_equal,3,12,5,hmc,2,Alt2,0.12285,0.0708,0.01476,0.12428,0.4478
kt3_s12,3comp_equal,3,12,5,hmc,2,Alt3,0.0784,0.02612,0.00609,0.09294,0.38382
kt3_s12,3comp_equal,3,12,5,hmc,2,Price,0.07537,0.02279,0.00564,0.08382,0.29347
kt3_s13,3comp_equal,3,13,5,hmc,2,Alt1,0.12893,inf,0.01464,0.11519,0.35996
kt3_s13,3comp_equal,3,13,5,hmc,2,Alt2,0.11476,inf,0.01208,0.08801,0.2491
kt3_s13,3comp_equal,3,13,5,hmc,2,Alt3,0.25716,inf,0.05891,0.24033,0.70876
kt3_s13,3comp_equal,3,13,5,hmc,2,Price,0.18877,inf,0.03142,0.13671,0.42383
kt3_s14,3comp_equal,3,14,5,hmc,2,Alt1,0.19828,0.24538,0.03663,0.20061,0.50314
kt3_s14,3comp_equal,3,14,5,hmc,2,Alt2,0.16383,0.21892,0.02364,0.10793,0.44385
kt3_s14,3comp_equal,3,14,5,hmc,2,Alt3,0.23241,1.13721,0.04604,0.18542,1.28449
kt3_s14,3comp_equal,3,14,5,hmc,2,Price,0.07687,0.03292,0.0056,0.05667,0.11374
kt3_s15,3comp_equal,3,15,5,hmc,2,Alt1,0.35945,inf,0.11495,0.38292,1.22828
kt3_s15,3comp_equal,3,15,5,hmc,2,Alt2,0.08402,inf,0.00572,0.05971,0.29454
kt3_s15,3comp_equal,3,15,5,hmc,2,Alt3,0.09242,inf,0.00681,0.04666,0.27447
kt3_s15,3comp_equal,3,15,5,hmc,2,Price,0.08048,inf,0.00513,0.05521,0.24411
kt3_s16,3comp_equal,3,16,5,hmc,2,Alt1,0.08055,0.03365,0.00623,0.06752,0.33348
kt3_s16,3comp_equal,3,16,5,hmc,2,Alt2,0.16414,0.11906,0.02623,0.1572,0.40205
kt3_s16,3comp_equal,3,16,5,hmc,2,Alt3,0.07551,0.04239,0.00522,0.05588,0.16881
kt3_s16,3comp_equal,3,16,5,hmc,2,Price,0.07642,0.03383,0.00549,0.06017,0.10893
kt3_s17,3comp_equal,3,17,5,hmc,2,Alt1,0.11328,inf,0.0116,0.09505,0.31279
kt3_s17,3comp_equal,3,17,5,hmc,2,Alt2,0.11224,inf,0.01149,0.08307,0.73247
kt3_s17,3comp_equal,3,17,5,hmc,2,Alt3,0.11618,0.44784,0.01268,0.12479,0.42156
kt3_s17,3comp_equal,3,17,5,hmc,2,Price,0.09426,inf,0.0079,0.07902,0.5136
kt3_s18,3comp_equal,3,18,5,hmc,2,Alt1,0.16275,0.16985,0.02433,0.12707,0.35364
kt3_s18,3comp_equal,3,18,5,hmc,2,Alt2,0.15943,0.16752,0.02342,0.14037,0.66882
kt3_s18,3comp_equal,3,18,5,hmc,2,Alt3,0.15793,0.14548,0.02336,0.13474,0.42651
kt3_s18,3comp_equal,3,18,5,hmc,2,Price,0.20597,0.2237,0.04016,0.20601,0.62639
kt3_s19,3comp_equal,3,19,5,hmc,2,Alt1,0.17749,0.22213,0.02888,0.15379,0.58962
kt3_s19,3comp_equal,3,19,5,hmc,2,Alt2,0.23592,0.50988,0.04852,0.1663,0.41287
kt3_s19,3comp_equal,3,19,5,hmc,2,Alt3,0.12036,0.07118,0.01407,0.11817,0.35666
kt3_s19,3comp_equal,3,19,5,hmc,2,Price,0.07562,0.03012,0.00552,0.08088,0.20561
kt3_s20,3comp_equal,3,20,5,hmc,2,Alt1,0.11329,0.0568,0.01262,0.13295,0.34057
kt3_s20,3comp_equal,3,20,5,hmc,2,Alt2,0.10114,0.05355,0.00981,0.0952,0.41699
kt3_s20,3comp_equal,3,20,5,hmc,2,Alt3,0.09537,0.04138,0.00892,0.10752,0.38205
kt3_s20,3comp_equal,3,20,5,hmc,2,Price,0.10937,0.06058,0.01157,0.10579,0.49058
kt3_s21,3comp_equal,3,21,5,hmc,2,Alt1,0.33537,inf,0.0984,0.30577,2.22981
kt3_s21,3comp_equal,3,21,5,hmc,2,Alt2,0.27042,inf,0.06765,0.27035,0.82573
kt3_s21,3comp_equal,3,21,5,hmc,2,Alt3,0.1612,inf,0.02287,0.14848,0.44998
kt3_s21,3comp_equal,3,21,5,hmc,2,Price,0.1521,inf,0.01841,0.08386,0.56291
kt3_s22,3comp_equal,3,22,5,hmc,2,Alt1,0.20415,0.27722,0.03817,0.1873,0.57476
kt3_s22,3comp_equal,3,22,5,hmc,2,Alt2,0.31108,0.82051,0.08436,0.28656,1.28506
kt3_s22,3comp_equal,3,22,5,hmc,2,Alt3,0.07506,0.03139,0.00534,0.06909,0.20161
kt3_s22,3comp_equal,3,22,5,hmc,2,Price,0.13588,0.16155,0.01635,0.09074,0.32698
kt3_s23,3comp_equal,3,23,5,hmc,2,Alt1,0.22757,inf,0.04577,0.21092,0.60211
kt3_s23,3comp_equal,3,23,5,hmc,2,Alt2,0.2366,0.7752,0.04723,0.20026,0.76266
kt3_s23,3comp_equal,3,23,5,hmc,2,Alt3,0.32187,1.21183,0.08904,0.30514,0.70645
kt3_s23,3comp_equal,3,23,5,hmc,2,Price,0.1805,0.69014,0.02645,0.1235,0.52515
kt3_s24,3comp_equal,3,24,5,hmc,2,Alt1,0.12751,0.10724,0.01501,0.11134,0.34281
kt3_s24,3comp_equal,3,24,5,hmc,2,Alt2,0.03998,0.0085,0.00152,0.03096,0.09997
kt3_s24,3comp_equal,3,24,5,hmc,2,Alt3,0.07323,0.0338,0.00504,0.07091,0.15769
kt3_s24,3comp_equal,3,24,5,hmc,2,Price,0.0591,0.01801,0.00337,0.05219,0.15815
kt3_s25,3comp_equal,3,25,5,hmc,2,Alt1,0.10819,inf,0.01043,0.07933,0.32773
kt3_s25,3comp_equal,3,25,5,hmc,2,Alt2,0.15095,inf,0.02023,0.13171,0.46553
kt3_s25,3comp_equal,3,25,5,hmc,2,Alt3,0.0807,inf,0.0057,0.07252,0.24826
kt3_s25,3comp_equal,3,25,5,hmc,2,Price,0.11637,inf,0.01273,0.10862,0.36958
kt3_s26,3comp_equal,3,26,5,hmc,2,Alt1,0.12451,inf,0.01402,0.10039,0.40092
kt3_s26,3comp_equal,3,26,5,hmc,2,Alt2,0.30616,inf,0.07863,0.22715,1.09263
kt3_s26,3comp_equal,3,26,5,hmc,2,Alt3,0.06987,inf,0.00417,0.05176,0.14565
kt3_s26,3comp_equal,3,26,5,hmc,2,Price,0.24598,inf,0.05354,0.21631,0.40952
