dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,slot,matched_true,live,param,post_mean,post_std,ci_low,ci_high,true_value,abs_diff,in_ci
kt1_s40,1comp,1,40,5,hmc,2,4,,False,Alt1,23.9992618560791,75.69134521484375,-63.9966591835022,291.294851684565,,,
kt1_s40,1comp,1,40,5,hmc,2,4,,False,Alt2,-3.52693247795105,43.99418258666992,-111.97180824279783,83.75388832092221,,,
kt1_s40,1comp,1,40,5,hmc,2,4,,False,Alt3,-2.732424259185791,32.26725006103516,-72.62180271148681,58.00590362548826,,,
kt1_s40,1comp,1,40,5,hmc,2,4,,False,Price,4.950775623321533,28.00111198425293,-47.05260848999024,84.09528350830078,,,
kt1_s41,1comp,1,41,5,hmc,2,0,0.0,True,Alt1,3.3655569553375244,0.1450885981321334,3.093243050575256,3.66670161485672,3.429156259485496,0.0635993041479716,True
kt1_s41,1comp,1,41,5,hmc,2,0,0.0,True,Alt2,8.133091926574707,0.2324199974536895,7.7095625638961796,8.620787096023559,8.189675517092436,0.0565835905177287,True
kt1_s41,1comp,1,41,5,hmc,2,0,0.0,True,Alt3,-2.6664764881134038,0.1630153059959411,-2.990872639417648,-2.344571512937546,-2.712201729096868,0.0457252409834647,True
kt1_s41,1comp,1,41,5,hmc,2,0,0.0,True,Price,-5.907567977905273,0.1593304723501205,-6.249679505825043,-5.611667180061341,-5.834794525468114,0.0727734524371594,True
kt1_s41,1comp,1,41,5,hmc,2,1,,False,Alt1,-4.153852462768555,54.379981994628906,-135.30438575744628,86.36545486450183,,,
kt1_s41,1comp,1,41,5,hmc,2,1,,False,Alt2,-0.7468403577804565,35.9145393371582,-75.88515682220459,69.91173439025856,,,
kt1_s41,1comp,1,41,5,hmc,2,1,,False,Alt3,-0.2699347138404846,29.146839141845703,-61.96666927337646,59.900440120696985,,,
kt1_s41,1comp,1,41,5,hmc,2,1,,False,Price,-0.752260148525238,21.575096130371094,-45.25001316070557,42.7690853118896,,,
kt1_s41,1comp,1,41,5,hmc,2,2,,False,Alt1,2.894009828567505,36.36307144165039,-67.81772232055664,74.57870349884,,,
kt1_s41,1comp,1,41,5,hmc,2,2,,False,Alt2,2.692352056503296,32.71561813354492,-58.36410026550293,88.61146831512438,,,
kt1_s41,1comp,1,41,5,hmc,2,2,,False,Alt3,0.2030159682035446,30.388132095336918,-62.76023893356323,61.446092319488095,,,
kt1_s41,1comp,1,41,5,hmc,2,2,,False,Price,2.2900373935699463,24.9543571472168,-39.862640380859375,59.3388812065123,,,
kt1_s41,1comp,1,41,5,hmc,2,3,,False,Alt1,8.260857582092285,64.36504364013672,-90.53603591918946,205.0301860809324,,,
kt1_s41,1comp,1,41,5,hmc,2,3,,False,Alt2,5.224199771881104,39.9744758605957,-63.98773717880249,114.66384696960444,,,
kt1_s41,1comp,1,41,5,hmc,2,3,,False,Alt3,1.5663686990737915,29.25906753540039,-52.76572685241699,78.52408485412587,,,
kt1_s41,1comp,1,41,5,hmc,2,3,,False,Price,-0.4279006421566009,23.96296501159668,-48.10859289169312,42.78218154907224,,,
kt1_s41,1comp,1,41,5,hmc,2,4,,False,Alt1,1.4610613584518433,55.6395378112793,-97.41978816986084,102.28227748870822,,,
kt1_s41,1comp,1,41,5,hmc,2,4,,False,Alt2,-2.564560890197754,43.352420806884766,-92.30195369720458,78.46502914428667,,,
kt1_s41,1comp,1,41,5,hmc,2,4,,False,Alt3,-0.7430875301361084,29.956954956054688,-61.76872272491455,69.29692268371561,,,
kt1_s41,1comp,1,41,5,hmc,2,4,,False,Price,1.5963493585586548,25.818735122680664,-44.4179009437561,51.02828817367552,,,
kt1_s42,1comp,1,42,5,hmc,2,0,0.0,True,Alt1,2.736473798751831,0.1130228117108345,2.508186250925064,2.948259198665619,2.617462625416231,0.1190111733356,True
kt1_s42,1comp,1,42,5,hmc,2,0,0.0,True,Alt2,-0.0435484573245048,0.1217468380928039,-0.2771922074258327,0.1980546712875366,-0.2223386836418202,0.1787902263173154,True
kt1_s42,1comp,1,42,5,hmc,2,0,0.0,True,Alt3,1.2745764255523682,0.1129380911588668,1.0589885622262956,1.50387442111969,1.1198745052792811,0.154701920273087,True
kt1_s42,1comp,1,42,5,hmc,2,0,0.0,True,Price,-4.442641258239746,0.1259744763374328,-4.684713220596313,-4.193138122558594,-4.501956189193506,0.0593149309537599,True
kt1_s42,1comp,1,42,5,hmc,2,1,,False,Alt1,8.977943420410156,6.105935573577881,2.146255302429199,22.51321220397949,,,
kt1_s42,1comp,1,42,5,hmc,2,1,,False,Alt2,-6.341864585876465,5.622894763946533,-18.01546440124512,0.6033611789345718,,,
kt1_s42,1comp,1,42,5,hmc,2,1,,False,Alt3,-7.101207733154297,7.3772358894348145,-22.070322227478027,1.9251431137323256,,,
kt1_s42,1comp,1,42,5,hmc,2,1,,False,Price,-16.02730941772461,11.114192008972168,-40.67908477783203,-4.791955947875977,,,
kt1_s42,1comp,1,42,5,hmc,2,2,,False,Alt1,2.453570604324341,38.750919342041016,-85.53724670410156,79.89648609161348,,,
kt1_s42,1comp,1,42,5,hmc,2,2,,False,Alt2,-2.7323951721191406,29.51691627502441,-61.2336256980896,63.931611442565774,,,
kt1_s42,1comp,1,42,5,hmc,2,2,,False,Alt3,2.119755506515503,27.65045928955078,-49.69121923446655,56.43977918624876,,,
kt1_s42,1comp,1,42,5,hmc,2,2,,False,Price,-4.409460067749023,22.366565704345703,-50.61948852539062,33.68124094009393,,,
kt1_s42,1comp,1,42,5,hmc,2,3,,False,Alt1,-1.4516555070877075,46.39713287353516,-105.63548069000244,89.5041275024414,,,
kt1_s42,1comp,1,42,5,hmc,2,3,,False,Alt2,-4.198739051818848,33.68212127685547,-78.5695707321167,57.67461471557617,,,
kt1_s42,1comp,1,42,5,hmc,2,3,,False,Alt3,-2.471189498901367,26.58552360534668,-62.05522537231445,47.471552944183294,,,
kt1_s42,1comp,1,42,5,hmc,2,3,,False,Price,0.80170077085495,22.164152145385746,-44.04419546127318,47.81429967880244,,,
kt1_s42,1comp,1,42,5,hmc,2,4,,False,Alt1,7.269674777984619,68.00286865234375,-83.8758544921875,227.4372604370086,,,
kt1_s42,1comp,1,42,5,hmc,2,4,,False,Alt2,8.85427188873291,41.97673797607422,-54.77026805877685,129.08213806152344,,,
kt1_s42,1comp,1,42,5,hmc,2,4,,False,Alt3,10.412458419799805,43.68333435058594,-50.13321495056152,159.04468498229818,,,
kt1_s42,1comp,1,42,5,hmc,2,4,,False,Price,-4.229781150817871,28.43675804138184,-78.9444787979126,48.54617719650268,,,
kt1_s43,1comp,1,43,5,hmc,2,0,0.0,True,Alt1,-1.2430227994918823,0.1181904152035713,-1.4661906957626345,-1.1087738275527954,-1.2981270050085736,0.0551042055166912,True
kt1_s43,1comp,1,43,5,hmc,2,0,0.0,True,Alt2,-0.6669118404388428,0.0667202696204185,-0.8139998927712441,-0.5468321472406389,-0.7886230642346962,0.1217112237958534,True
kt1_s43,1comp,1,43,5,hmc,2,0,0.0,True,Alt3,-0.1091489642858505,0.0676285400986671,-0.2573306262493133,0.0189283813349899,-0.1194198509511181,0.0102708866652675,True
kt1_s43,1comp,1,43,5,hmc,2,0,0.0,True,Price,1.409736156463623,0.0952933132648468,1.2203903198242188,1.509983912110328,1.4081808003844152,0.0015553560792078,True
kt1_s43,1comp,1,43,5,hmc,2,1,,False,Alt1,-2.8268094062805176,33.64805603027344,-75.98211059570312,70.17421913146951,,,
kt1_s43,1comp,1,43,5,hmc,2,1,,False,Alt2,-1.6681283712387085,31.191850662231445,-64.84744873046874,59.63941640853877,,,
kt1_s43,1comp,1,43,5,hmc,2,1,,False,Alt3,0.1332694143056869,21.769824981689453,-47.28286199569702,44.49804668426491,,,
kt1_s43,1comp,1,43,5,hmc,2,1,,False,Price,0.2873472571372986,17.601776123046875,-36.020842933654784,37.07411956787109,,,
kt1_s43,1comp,1,43,5,hmc,2,2,,False,Alt1,8.200737953186035,63.06155776977539,-249.48919677734372,111.05933685302712,,,
kt1_s43,1comp,1,43,5,hmc,2,2,,False,Alt2,-4.589856624603272,39.82501220703125,-157.521240234375,52.80853271484375,,,
kt1_s43,1comp,1,43,5,hmc,2,2,,False,Alt3,9.600459098815918,30.32219886779785,-55.82693080902099,44.461328029632384,,,
kt1_s43,1comp,1,43,5,hmc,2,2,,False,Price,2.8700084686279297,19.6656436920166,-33.452903747558594,50.33575410842878,,,
kt1_s43,1comp,1,43,5,hmc,2,3,,False,Alt1,-5.078390121459961,39.108158111572266,-68.62449932098389,80.36637725830053,,,
kt1_s43,1comp,1,43,5,hmc,2,3,,False,Alt2,1.0195683240890503,29.872529983520508,-57.78855934143066,55.47707948684685,,,
kt1_s43,1comp,1,43,5,hmc,2,3,,False,Alt3,-0.2658005058765411,22.52045249938965,-47.97656021118164,46.14174270629883,,,
kt1_s43,1comp,1,43,5,hmc,2,3,,False,Price,-1.8526835441589355,18.74203109741211,-38.54880571365356,34.496947193145736,,,
kt1_s43,1comp,1,43,5,hmc,2,4,,False,Alt1,-14.521098136901855,93.00926971435548,-99.02835903167724,99.61102333068834,,,
kt1_s43,1comp,1,43,5,hmc,2,4,,False,Alt2,43.4114875793457,77.06028747558594,-68.18802757263184,120.11785125732422,,,
kt1_s43,1comp,1,43,5,hmc,2,4,,False,Alt3,-55.23584365844727,84.12512969970703,-165.5933074951172,62.64652557373025,,,
kt1_s43,1comp,1,43,5,hmc,2,4,,False,Price,-22.786420822143555,37.88996887207031,-65.49991607666016,41.0784079551696,,,
kt1_s44,1comp,1,44,5,hmc,2,0,0.0,True,Alt1,-3.3785414695739746,0.1394310444593429,-3.712246960401535,-3.084295499324799,-3.36375990983481,0.0147815597391645,True
kt1_s44,1comp,1,44,5,hmc,2,0,0.0,True,Alt2,-7.344629764556885,0.6526287794113159,-8.186294674873352,-6.168588912487031,-6.652086479287055,0.6925432852698297,True
kt1_s44,1comp,1,44,5,hmc,2,0,0.0,True,Alt3,3.794731140136719,0.1282798647880554,3.521895945072174,3.937905395030974,3.903593211421817,0.108862071285098,True
kt1_s44,1comp,1,44,5,hmc,2,0,0.0,True,Price,-1.6484925746917725,0.0816845297813415,-1.7726744681596756,-1.4607786923646928,-1.6095618759291348,0.0389306987626376,True
kt1_s44,1comp,1,44,5,hmc,2,1,,False,Alt1,-16.871000289916992,46.77631378173828,-86.60164909362793,69.8398923873901,,,
kt1_s44,1comp,1,44,5,hmc,2,1,,False,Alt2,6.031642913818359,27.928022384643555,-54.55354642868042,59.92750654220578,,,
kt1_s44,1comp,1,44,5,hmc,2,1,,False,Alt3,5.599975109100342,29.15244674682617,-51.1194990158081,54.74945964813224,,,
kt1_s44,1comp,1,44,5,hmc,2,1,,False,Price,3.872780084609986,21.50296211242676,-39.08803443908691,37.99749879837034,,,
kt1_s44,1comp,1,44,5,hmc,2,2,,False,Alt1,-8.374824523925781,36.63169097900391,-76.21297149658203,71.67678089141837,,,
kt1_s44,1comp,1,44,5,hmc,2,2,,False,Alt2,-10.6592378616333,29.373754501342773,-51.777473545074464,58.08047065734834,,,
kt1_s44,1comp,1,44,5,hmc,2,2,,False,Alt3,7.583775043487549,25.46204948425293,-48.7564754486084,62.23605346679688,,,
kt1_s44,1comp,1,44,5,hmc,2,2,,False,Price,-4.259023666381836,18.864896774291992,-39.17893285751342,35.8882089614868,,,
kt1_s44,1comp,1,44,5,hmc,2,3,,False,Alt1,0.4235785007476806,39.18395233154297,-91.57399463653564,78.86683654785149,,,
kt1_s44,1comp,1,44,5,hmc,2,3,,False,Alt2,1.2591279745101929,32.62153244018555,-71.7238977432251,66.91192779541001,,,
kt1_s44,1comp,1,44,5,hmc,2,3,,False,Alt3,2.45650577545166,24.239582061767575,-53.42254829406738,44.6997113227844,,,
kt1_s44,1comp,1,44,5,hmc,2,3,,False,Price,5.577015399932861,23.37082862854004,-36.095678043365474,40.49790363311762,,,
kt1_s44,1comp,1,44,5,hmc,2,4,,False,Alt1,9.472240447998049,39.80064392089844,-78.13700008392334,66.65686302185037,,,
kt1_s44,1comp,1,44,5,hmc,2,4,,False,Alt2,-4.358713626861572,28.36862564086914,-55.93476600646972,57.75667877197255,,,
kt1_s44,1comp,1,44,5,hmc,2,4,,False,Alt3,-3.152273178100586,22.154579162597656,-44.69207563400269,45.994948387145705,,,
kt1_s44,1comp,1,44,5,hmc,2,4,,False,Price,0.8813441395759583,17.592191696166992,-34.58177452087402,37.04719572067255,,,
kt1_s45,1comp,1,45,5,hmc,2,0,0.0,True,Alt1,-3.680323362350464,0.2613338232040405,-4.124558925628662,-3.1349456310272217,-3.5284785981370885,0.1518447642133753,True
kt1_s45,1comp,1,45,5,hmc,2,0,0.0,True,Alt2,0.5942312479019165,0.1261096596717834,0.3220974206924438,0.845707353949546,0.5134420241662656,0.0807892237356509,True
kt1_s45,1comp,1,45,5,hmc,2,0,0.0,True,Alt3,4.89895486831665,0.1403995603322982,4.659623026847839,5.184322834014892,4.998268248485263,0.0993133801686125,True
kt1_s45,1comp,1,45,5,hmc,2,0,0.0,True,Price,-1.9894912242889404,0.0988543331623077,-2.2039515554904936,-1.8052515983581543,-1.9865785622416636,0.002912662047277,True
kt1_s45,1comp,1,45,5,hmc,2,1,,False,Alt1,-2.804896116256714,23.420574188232425,-53.49971151351929,51.47794332504264,,,
kt1_s45,1comp,1,45,5,hmc,2,1,,False,Alt2,2.6386494636535645,23.024152755737305,-41.5616096496582,48.4991719245908,,,
kt1_s45,1comp,1,45,5,hmc,2,1,,False,Alt3,5.957554817199707,21.247459411621094,-33.67733745574951,50.80094499588011,,,
kt1_s45,1comp,1,45,5,hmc,2,1,,False,Price,-0.5546082258224487,14.200074195861816,-31.95235300064087,28.682058954238855,,,
kt1_s45,1comp,1,45,5,hmc,2,2,,False,Alt1,-2.41260838508606,50.28388977050781,-124.83264694213868,103.46206245422346,,,
kt1_s45,1comp,1,45,5,hmc,2,2,,False,Alt2,2.9253082275390625,43.94644927978516,-74.39749507904052,94.87169647216795,,,
kt1_s45,1comp,1,45,5,hmc,2,2,,False,Alt3,-0.4870317280292511,26.839170455932617,-52.06395378112793,53.10221776962265,,,
kt1_s45,1comp,1,45,5,hmc,2,2,,False,Price,-1.1452536582946775,23.949806213378903,-41.78694524765015,55.97362451553334,,,
kt1_s45,1comp,1,45,5,hmc,2,3,,False,Alt1,2.147226572036743,53.292423248291016,-81.6115566253662,121.6635677337642,,,
kt1_s45,1comp,1,45,5,hmc,2,3,,False,Alt2,0.1435195505619049,36.39072799682617,-80.06932411193847,74.7755609512328,,,
kt1_s45,1comp,1,45,5,hmc,2,3,,False,Alt3,-0.0167124029248952,29.427188873291016,-55.78903064727783,68.68335723876953,,,
kt1_s45,1comp,1,45,5,hmc,2,3,,False,Price,-0.9351422786712646,21.649885177612305,-40.761215114593504,42.97869930267328,,,
kt1_s45,1comp,1,45,5,hmc,2,4,,False,Alt1,0.7765591740608215,53.14665603637695,-105.20730419158936,117.36275482177734,,,
kt1_s45,1comp,1,45,5,hmc,2,4,,False,Alt2,0.322110503911972,44.47814178466797,-74.7142562866211,103.78947410583368,,,
kt1_s45,1comp,1,45,5,hmc,2,4,,False,Alt3,0.3278093636035919,28.442277908325195,-61.29029083251953,51.07801656723007,,,
kt1_s45,1comp,1,45,5,hmc,2,4,,False,Price,0.917108714580536,26.627439498901367,-52.87373733520508,59.70973091125446,,,
kt1_s46,1comp,1,46,5,hmc,2,0,0.0,True,Alt1,3.699742078781128,0.0973492264747619,3.529884511232376,3.908421057462692,3.713549108124597,0.0138070293434688,True
kt1_s46,1comp,1,46,5,hmc,2,0,0.0,True,Alt2,-3.4728472232818604,0.1376368403434753,-3.713105285167694,-3.1926246702671057,-3.220929987116188,0.2519172361656725,True
kt1_s46,1comp,1,46,5,hmc,2,0,0.0,True,Alt3,-0.8061937689781189,0.0721968114376068,-0.9506754353642464,-0.660684679448605,-0.7677823480731533,0.0384114209049656,True
kt1_s46,1comp,1,46,5,hmc,2,0,0.0,True,Price,3.1145682334899902,0.0734507292509079,2.9751846492290497,3.2613009035587317,3.0849969891779696,0.0295712443120206,True
kt1_s46,1comp,1,46,5,hmc,2,1,,False,Alt1,51.52933883666992,68.31439208984375,-62.118449115753165,191.71128120422347,,,
kt1_s46,1comp,1,46,5,hmc,2,1,,False,Alt2,-6.135561466217041,36.620113372802734,-84.60392208099366,62.83368759155271,,,
kt1_s46,1comp,1,46,5,hmc,2,1,,False,Alt3,3.4697015285491943,28.340381622314453,-51.623319911956784,58.88914556503291,,,
kt1_s46,1comp,1,46,5,hmc,2,1,,False,Price,-0.3011752963066101,16.032569885253906,-33.49167852401733,33.23922500610323,,,
kt1_s46,1comp,1,46,5,hmc,2,2,,False,Alt1,15.004576683044434,51.51231384277344,-68.14884071350097,140.85239601135248,,,
kt1_s46,1comp,1,46,5,hmc,2,2,,False,Alt2,-1.7243952751159668,29.48456382751465,-60.28366222381592,73.80481948852531,,,
kt1_s46,1comp,1,46,5,hmc,2,2,,False,Alt3,-3.6629445552825928,22.274843215942383,-53.5227032661438,40.1963623046875,,,
kt1_s46,1comp,1,46,5,hmc,2,2,,False,Price,1.2267158031463623,18.5937442779541,-37.90132169723511,38.53807573318481,,,
kt1_s46,1comp,1,46,5,hmc,2,3,,False,Alt1,-3.847213268280029,50.46225357055664,-138.67098159790038,88.19335517883299,,,
kt1_s46,1comp,1,46,5,hmc,2,3,,False,Alt2,3.264904022216797,33.52359771728516,-64.46294403076172,85.63009796142555,,,
kt1_s46,1comp,1,46,5,hmc,2,3,,False,Alt3,1.1149429082870483,27.809478759765625,-58.23403186798095,61.75153141021718,,,
kt1_s46,1comp,1,46,5,hmc,2,3,,False,Price,5.793612957000732,32.637451171875,-40.34513387680054,109.32505474090564,,,
kt1_s46,1comp,1,46,5,hmc,2,4,,False,Alt1,1.6175901889801023,39.83774185180664,-79.59055156707764,94.71081523895256,,,
kt1_s46,1comp,1,46,5,hmc,2,4,,False,Alt2,-1.3914153575897217,30.60057258605957,-72.63444919586182,58.44312419891354,,,
kt1_s46,1comp,1,46,5,hmc,2,4,,False,Alt3,-2.4502408504486084,21.481199264526367,-48.431353378295896,41.32797126770013,,,
kt1_s46,1comp,1,46,5,hmc,2,4,,False,Price,1.7763242721557615,21.10354804992676,-41.50886068344116,49.14693450927727,,,
kt1_s47,1comp,1,47,5,hmc,2,0,0.0,True,Alt1,-0.9265230298042296,0.0943123549222946,-1.1184314489364624,-0.7251341924071313,-1.0736845542522375,0.147161524448008,True
kt1_s47,1comp,1,47,5,hmc,2,0,0.0,True,Alt2,2.493952751159668,0.1054789945483207,2.29955530166626,2.7403185844421385,2.3910324389307576,0.1029203122289104,True
kt1_s47,1comp,1,47,5,hmc,2,0,0.0,True,Alt3,-0.3290287256240845,0.0886405557394027,-0.5305697590112686,-0.1584503032267097,-0.506615682991152,0.1775869573670675,True
kt1_s47,1comp,1,47,5,hmc,2,0,0.0,True,Price,-5.528310298919678,0.131944477558136,-5.818726813793182,-5.301431977748871,-5.806167414915694,0.2778571159960163,True
kt1_s47,1comp,1,47,5,hmc,2,1,,False,Alt1,-0.9636103510856628,18.57647705078125,-35.463417530059814,42.139793395996094,,,
kt1_s47,1comp,1,47,5,hmc,2,1,,False,Alt2,0.2831023335456848,14.580806732177734,-33.46635417938232,29.534502792358385,,,
kt1_s47,1comp,1,47,5,hmc,2,1,,False,Alt3,-0.2837196290493011,12.282560348510742,-22.755094242095947,30.247693252563163,,,
kt1_s47,1comp,1,47,5,hmc,2,1,,False,Price,-2.3642706871032715,9.739336967468262,-20.68952450752258,21.60816192626953,,,
kt1_s47,1comp,1,47,5,hmc,2,2,,False,Alt1,10.178224563598633,43.82394409179688,-52.30640926361084,143.64476661681917,,,
kt1_s47,1comp,1,47,5,hmc,2,2,,False,Alt2,2.5640227794647217,32.32955551147461,-76.06217193603516,76.19305419921874,,,
kt1_s47,1comp,1,47,5,hmc,2,2,,False,Alt3,-9.477726936340332,26.919527053833008,-43.13558654785156,46.762566471099845,,,
kt1_s47,1comp,1,47,5,hmc,2,2,,False,Price,1.0137587785720823,16.408660888671875,-36.505445861816405,31.44860744476312,,,
kt1_s47,1comp,1,47,5,hmc,2,3,,False,Alt1,18.883529663085938,34.327754974365234,-41.55063543319702,62.22748298645011,,,
kt1_s47,1comp,1,47,5,hmc,2,3,,False,Alt2,-3.21687650680542,22.254777908325195,-43.77006158828736,40.31198682785031,,,
kt1_s47,1comp,1,47,5,hmc,2,3,,False,Alt3,-6.266049385070801,24.767784118652344,-62.7920636177063,34.44230737686152,,,
kt1_s47,1comp,1,47,5,hmc,2,3,,False,Price,-3.403931140899658,22.502649307250977,-26.661596822738648,42.19977550506587,,,
kt1_s47,1comp,1,47,5,hmc,2,4,,False,Alt1,22.66650009155273,51.44556427001953,-62.79877281188965,180.8564498901364,,,
kt1_s47,1comp,1,47,5,hmc,2,4,,False,Alt2,-14.221968650817873,38.90592956542969,-87.3631477355957,60.59441471099811,,,
kt1_s47,1comp,1,47,5,hmc,2,4,,False,Alt3,3.9364192485809326,21.84385299682617,-41.859803676605225,55.79696245193473,,,
kt1_s47,1comp,1,47,5,hmc,2,4,,False,Price,1.966718316078186,18.146427154541016,-29.39575662612915,48.96356649398803,,,
kt1_s48,1comp,1,48,5,hmc,2,0,0.0,True,Alt1,9.435365676879885,0.3253328204154968,8.808361411094666,10.03295464515686,9.457492330792563,0.0221266539126823,True
kt1_s48,1comp,1,48,5,hmc,2,0,0.0,True,Alt2,-5.236706256866455,0.2358347028493881,-5.711665630340576,-4.794395959377289,-5.124628115046231,0.1120781418202243,True
kt1_s48,1comp,1,48,5,hmc,2,0,0.0,True,Alt3,0.5961710810661316,0.1180121004581451,0.3541679941117763,0.814426608383655,0.5785774264353796,0.017593654630752,True
kt1_s48,1comp,1,48,5,hmc,2,0,0.0,True,Price,-6.940653324127197,0.2363629937171936,-7.397195875644684,-6.488434135913849,-6.990978692854505,0.0503253687273073,True
kt1_s48,1comp,1,48,5,hmc,2,1,,False,Alt1,1.1720234155654907,77.80343627929688,-86.78818073272704,65.49483776092517,,,
kt1_s48,1comp,1,48,5,hmc,2,1,,False,Alt2,-4.74823808670044,36.40424346923828,-70.04713821411133,59.13692092895508,,,
kt1_s48,1comp,1,48,5,hmc,2,1,,False,Alt3,3.291698932647705,33.302181243896484,-42.96916198730469,68.71393299102776,,,
kt1_s48,1comp,1,48,5,hmc,2,1,,False,Price,-6.032962322235107,17.232275009155273,-37.52048501968384,33.71219625473018,,,
kt1_s48,1comp,1,48,5,hmc,2,2,,False,Alt1,6.395588397979736,49.13588333129883,-74.55593280792236,122.59193801879849,,,
kt1_s48,1comp,1,48,5,hmc,2,2,,False,Alt2,-2.2915515899658203,37.24800109863281,-87.59935989379882,67.77467956542901,,,
kt1_s48,1comp,1,48,5,hmc,2,2,,False,Alt3,-0.8834466934204102,29.76649475097656,-63.677991199493405,56.85721187591545,,,
kt1_s48,1comp,1,48,5,hmc,2,2,,False,Price,1.4983912706375122,23.45457649230957,-43.51129913330078,50.0443408012388,,,
kt1_s48,1comp,1,48,5,hmc,2,3,,False,Alt1,7.188838481903076,61.88648223876953,-99.772491645813,182.2040893554687,,,
kt1_s48,1comp,1,48,5,hmc,2,3,,False,Alt2,6.0978827476501465,47.46977233886719,-67.31617908477783,154.19517517089844,,,
kt1_s48,1comp,1,48,5,hmc,2,3,,False,Alt3,0.5227054953575134,30.153152465820312,-57.53428239822388,65.46094512939419,,,
kt1_s48,1comp,1,48,5,hmc,2,3,,False,Price,-1.1087465286254885,24.680810928344727,-56.82088947296142,44.50625677108763,,,
kt1_s48,1comp,1,48,5,hmc,2,4,,False,Alt1,-1.1319711208343506,46.76834487915039,-83.66767978668213,78.31142406463593,,,
kt1_s48,1comp,1,48,5,hmc,2,4,,False,Alt2,-0.6292319893836975,38.38999557495117,-74.8630313873291,66.51994075775136,,,
kt1_s48,1comp,1,48,5,hmc,2,4,,False,Alt3,-0.1136349886655807,29.261430740356445,-63.43830471038818,61.45102224349967,,,
kt1_s48,1comp,1,48,5,hmc,2,4,,False,Price,-1.012330412864685,21.54374122619629,-46.96522655487061,41.64562473297119,,,
kt1_s49,1comp,1,49,5,hmc,2,0,0.0,True,Alt1,1.9071674346923828,0.1213792636990547,1.672629573941231,2.147625136375427,2.065150034593095,0.1579825999007122,True
kt1_s49,1comp,1,49,5,hmc,2,0,0.0,True,Alt2,0.8812505602836609,0.1047303155064582,0.678915724158287,1.090489688515663,1.0143031537778244,0.1330525934941635,True
kt1_s49,1comp,1,49,5,hmc,2,0,0.0,True,Alt3,-0.7836917638778687,0.117625392973423,-1.013980194926262,-0.5544205278158189,-0.6906588719412874,0.0930328919365812,True
kt1_s49,1comp,1,49,5,hmc,2,0,0.0,True,Price,8.630149841308594,0.2445595562458038,8.145209407806396,9.143882751464844,8.460745346552196,0.1694044947563977,True
kt1_s49,1comp,1,49,5,hmc,2,1,,False,Alt1,0.2001634836196899,58.17201232910156,-111.83465461730955,111.04954891204817,,,
kt1_s49,1comp,1,49,5,hmc,2,1,,False,Alt2,-0.2317439913749694,46.70396041870117,-80.57709712982178,81.89708194732663,,,
kt1_s49,1comp,1,49,5,hmc,2,1,,False,Alt3,-0.6158416867256165,29.503389358520508,-63.95425786972046,57.65917911529532,,,
kt1_s49,1comp,1,49,5,hmc,2,1,,False,Price,0.767143964767456,24.484325408935547,-47.23795309066772,50.786058807373045,,,
kt1_s49,1comp,1,49,5,hmc,2,2,,False,Alt1,1.4555597305297852,59.974220275878906,-99.87709674835205,105.64193458557128,,,
kt1_s49,1comp,1,49,5,hmc,2,2,,False,Alt2,-0.7445700168609619,41.07868194580078,-82.22045497894287,77.58812713623047,,,
kt1_s49,1comp,1,49,5,hmc,2,2,,False,Alt3,-0.2937855720520019,30.70355033874512,-59.51621627807617,57.07562494277949,,,
kt1_s49,1comp,1,49,5,hmc,2,2,,False,Price,-0.7347843647003174,25.535945892333984,-47.88318214416504,43.88943471908556,,,
kt1_s49,1comp,1,49,5,hmc,2,3,,False,Alt1,1.4736151695251465,59.69247055053711,-103.18065166473389,113.59590911865234,,,
kt1_s49,1comp,1,49,5,hmc,2,3,,False,Alt2,2.607510566711426,47.12886428833008,-80.53183631896972,106.62241573333738,,,
kt1_s49,1comp,1,49,5,hmc,2,3,,False,Alt3,-3.317196846008301,41.44218826293945,-79.27352523803711,57.25969066619852,,,
kt1_s49,1comp,1,49,5,hmc,2,3,,False,Price,0.3407342135906219,25.158891677856445,-51.62839221954345,49.734679031372,,,
kt1_s49,1comp,1,49,5,hmc,2,4,,False,Alt1,8.56567096710205,76.67584991455078,-100.20865211486816,144.69059944152806,,,
kt1_s49,1comp,1,49,5,hmc,2,4,,False,Alt2,-1.1605287790298462,41.8928337097168,-79.15536308288574,77.743550491333,,,
kt1_s49,1comp,1,49,5,hmc,2,4,,False,Alt3,-3.650380849838257,45.47808074951172,-86.09519882202147,62.88344678878773,,,
kt1_s49,1comp,1,49,5,hmc,2,4,,False,Price,0.805336058139801,29.49570083618164,-49.21561164855957,51.94466152191128,,,
kt1_s50,1comp,1,50,5,hmc,2,0,0.0,True,Alt1,6.111059188842773,0.1896768361330032,5.765540599822998,6.514234590530395,5.984484815672058,0.1265743731707154,True
kt1_s50,1comp,1,50,5,hmc,2,0,0.0,True,Alt2,5.802164554595947,0.1904123872518539,5.447867906093597,6.209992015361785,5.705997004301705,0.0961675502942425,True
kt1_s50,1comp,1,50,5,hmc,2,0,0.0,True,Alt3,0.7262336015701294,0.2178552448749542,0.2931197866797447,1.1545794010162354,0.7766198320343206,0.0503862304641912,True
kt1_s50,1comp,1,50,5,hmc,2,0,0.0,True,Price,-1.3734804391860962,0.0957142040133476,-1.5623410940170288,-1.183994925022125,-1.3465486198437366,0.0269318193423595,True
