dataset_key,scenario,k_true,data_seed,sampler,n_chains,k_model,warmup,posterior,r_total,burn_in,thin,seed,a_mu,a_delta,dirichlet_a,num_integration_steps
kt3_s36,3comp_equal,3,36,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s37,3comp_equal,3,37,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s38,3comp_equal,3,38,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s39,3comp_equal,3,39,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s40,3comp_equal,3,40,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s41,3comp_equal,3,41,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s42,3comp_equal,3,42,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s43,3comp_equal,3,43,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s44,3comp_equal,3,44,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s45,3comp_equal,3,45,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s46,3comp_equal,3,46,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s47,3comp_equal,3,47,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s48,3comp_equal,3,48,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s49,3comp_equal,3,49,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s50,3comp_equal,3,50,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s51,3comp_equal,3,51,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s52,3comp_equal,3,52,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s53,3comp_equal,3,53,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s54,3comp_equal,3,54,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s55,3comp_equal,3,55,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s56,3comp_equal,3,56,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s57,3comp_equal,3,57,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s58,3comp_equal,3,58,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s59,3comp_equal,3,59,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s60,3comp_equal,3,60,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s61,3comp_equal,3,61,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s62,3comp_equal,3,62,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s63,3comp_equal,3,63,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s64,3comp_equal,3,64,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s65,3comp_equal,3,65,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s66,3comp_equal,3,66,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s67,3comp_equal,3,67,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s68,3comp_equal,3,68,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s69,3comp_equal,3,69,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s70,3comp_equal,3,70,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s71,3comp_equal,3,71,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s72,3comp_equal,3,72,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s73,3comp_equal,3,73,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s74,3comp_equal,3,74,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s75,3comp_equal,3,75,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s76,3comp_equal,3,76,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s77,3comp_equal,3,77,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s78,3comp_equal,3,78,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s79,3comp_equal,3,79,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s80,3comp_equal,3,80,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s81,3comp_equal,3,81,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s82,3comp_equal,3,82,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s83,3comp_equal,3,83,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s84,3comp_equal,3,84,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s85,3comp_equal,3,85,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s86,3comp_equal,3,86,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s87,3comp_equal,3,87,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s88,3comp_equal,3,88,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s89,3comp_equal,3,89,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s90,3comp_equal,3,90,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s91,3comp_equal,3,91,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s92,3comp_equal,3,92,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s93,3comp_equal,3,93,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s94,3comp_equal,3,94,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s95,3comp_equal,3,95,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s96,3comp_equal,3,96,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s97,3comp_equal,3,97,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s98,3comp_equal,3,98,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s99,3comp_equal,3,99,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s100,3comp_equal,3,100,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s01,5comp_equal,5,1,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s02,5comp_equal,5,2,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s03,5comp_equal,5,3,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s04,5comp_equal,5,4,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s05,5comp_equal,5,5,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s06,5comp_equal,5,6,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s07,5comp_equal,5,7,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s08,5comp_equal,5,8,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s09,5comp_equal,5,9,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s10,5comp_equal,5,10,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s11,5comp_equal,5,11,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s12,5comp_equal,5,12,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s13,5comp_equal,5,13,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s14,5comp_equal,5,14,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s15,5comp_equal,5,15,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s16,5comp_equal,5,16,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s17,5comp_equal,5,17,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s18,5comp_equal,5,18,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s19,5comp_equal,5,19,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s20,5comp_equal,5,20,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s21,5comp_equal,5,21,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s22,5comp_equal,5,22,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s23,5comp_equal,5,23,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s24,5comp_equal,5,24,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s25,5comp_equal,5,25,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s26,5comp_equal,5,26,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s27,5comp_equal,5,27,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s28,5comp_equal,5,28,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s29,5comp_equal,5,29,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s30,5comp_equal,5,30,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s31,5comp_equal,5,31,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s32,5comp_equal,5,32,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s33,5comp_equal,5,33,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s34,5comp_equal,5,34,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s35,5comp_equal,5,35,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s36,5comp_equal,5,36,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s37,5comp_equal,5,37,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s38,5comp_equal,5,38,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s39,5comp_equal,5,39,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s40,5comp_equal,5,40,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s41,5comp_equal,5,41,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s42,5comp_equal,5,42,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s43,5comp_equal,5,43,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s44,5comp_equal,5,44,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s45,5comp_equal,5,45,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s46,5comp_equal,5,46,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s47,5comp_equal,5,47,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s48,5comp_equal,5,48,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s49,5comp_equal,5,49,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s50,5comp_equal,5,50,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s51,5comp_equal,5,51,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s52,5comp_equal,5,52,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s53,5comp_equal,5,53,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s54,5comp_equal,5,54,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s55,5comp_equal,5,55,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s56,5comp_equal,5,56,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s57,5comp_equal,5,57,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s58,5comp_equal,5,58,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s59,5comp_equal,5,59,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s60,5comp_equal,5,60,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s61,5comp_equal,5,61,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s62,5comp_equal,5,62,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s63,5comp_equal,5,63,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s64,5comp_equal,5,64,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s65,5comp_equal,5,65,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s66,5comp_equal,5,66,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s67,5comp_equal,5,67,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s68,5comp_equal,5,68,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s69,5comp_equal,5,69,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s70,5comp_equal,5,70,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s71,5comp_equal,5,71,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s72,5comp_equal,5,72,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s73,5comp_equal,5,73,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s74,5comp_equal,5,74,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s75,5comp_equal,5,75,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s76,5comp_equal,5,76,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s77,5comp_equal,5,77,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s78,5comp_equal,5,78,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s79,5comp_equal,5,79,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s80,5comp_equal,5,80,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s81,5comp_equal,5,81,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s82,5comp_equal,5,82,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s83,5comp_equal,5,83,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s84,5comp_equal,5,84,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s85,5comp_equal,5,85,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s86,5comp_equal,5,86,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s87,5comp_equal,5,87,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s88,5comp_equal,5,88,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s89,5comp_equal,5,89,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s90,5comp_equal,5,90,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s91,5comp_equal,5,91,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s92,5comp_equal,5,92,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s93,5comp_equal,5,93,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s94,5comp_equal,5,94,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s95,5comp_equal,5,95,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s96,5comp_equal,5,96,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s97,5comp_equal,5,97,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s98,5comp_equal,5,98,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s99,5comp_equal,5,99,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt5_s100,5comp_equal,5,100,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
